Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,
Reserves,5779,6444,7166,7940,8953,10340,11186,12465,13442,14611,15966,19974,
Borrowing,18315,25449,28196,36277,59848,61437,60978,61503,62905,73996,107297,141677,
Other Liabilities,7018,1999,1975,2695,2026,2347,2792,2924,2621,2814,3231,3186,
  └─ Non controlling int,0,1,1,0,0,0,0,0,0,0,0,0,
  └─ Trade Payables,9,18,9,0,0,0,0,0,0,0,0,11,
  └─ Other liability items,7009,1981,1966,2695,2025,2347,2792,2924,2621,2814,3231,3175,
Total Liabilities,33114,35894,39339,48914,72828,76126,76958,78894,80969,93422,128496,166838,
Fixed Assets,75,73,72,71,71,65,82,93,90,88,88,88,
  └─ Land,15.44,16.64,16.79,18.06,18.34,15.73,15.73,15.73,15.73,15.47,15.47,,
  └─ Building,117.63,116.69,116.89,62.91,68.90,69.00,87.66,88.81,87.80,87.60,86.80,,
  └─ Equipments,21.44,19.91,22.50,23.10,23.85,23.87,26.47,40.76,39.99,36.80,39.03,,
  └─ Furniture n fittings,5.12,7.47,7.56,7.79,8.46,9.03,9.16,8.99,8.68,8.92,11.32,,
  └─ Vehicles,1.93,2.05,2.02,1.83,1.83,2.06,2.15,2.56,2.32,2.10,2.05,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.67,
  └─ Other fixed assets,8.88,6.64,6.59,61.08,56.77,56.83,57.76,56.17,64.38,71.42,75.10,,
  └─ Gross Block,170.44,169.40,172.35,174.77,178.15,176.52,198.93,213.02,218.90,222.31,229.77,,
  └─ Accumulated Depreciation,95.84,96.76,100.25,103.60,107.58,111.69,117.42,119.90,129.03,134.03,141.89,,
CWIP,25,39,43,35,39,52,39,25,19,15,16,23,
Investments,756,367,367,527,534,232,250,257,630,297,1318,2227,
Other Assets,32259,35415,38857,48281,72185,75777,76588,78518,80230,93022,127074,164500,
  └─ Trade receivables,10,4,6,2,4,6,8,7,1,1,2,1,
    └─ Receivables over 6m,22.74,17.71,17.34,0.00,0.00,0.00,0.00,0.00,0.00,11.19,4.22,,19.80
    └─ Receivables under 6m,1.66,2.78,4.84,18.26,21.26,23.07,24.73,24.17,11.69,0.42,1.19,,2.36
    └─ Prov for Doubtful,-14.35,-16.24,-16.28,-16.30,-16.84,-16.83,-16.80,-17.01,-10.31,-10.39,-3.57,,-12.09
  └─ Cash Equivalents,285,590,333,335,340,423,1427,644,69,387,65,226,
  └─ Loans n Advances,4122,-1086,-1594,-1,390,355,333,320,311,321,348,160547,
  └─ Other asset items,27842,35907,40112,47945,71450,74993,74820,77547,79849,92312,126659,3726,
Total Assets,33114,35894,39339,48914,72828,76126,76958,78894,80969,93422,128496,166838,
