Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4,4,4,16,21
Reserves,74,96,122,150,459
Borrowings,121,97,110,146,85
  └─ Long term Borrowings,13,11,16,18,15
  └─ Short term Borrowings,108,86,94,127,70
Other Liabilities,12,12,13,19,40
  └─ Non controlling int,0.00,0.25,0.00,0.00,0.00
  └─ Trade Payables,8.44,6.48,7.30,9.13,21.21
  └─ Advance from Customers,0.30,1.37,1.12,1.52,
  └─ Other liability items,3.07,4.01,4.28,8.76,19.21
Total Liabilities,211,209,248,331,606
Fixed Assets,32,38,40,41,71
  └─ Land,2.94,5.78,7.76,9.02,
  └─ Building,8.22,8.22,8.43,8.43,
  └─ Plant Machinery,33.21,38.22,39.78,42.12,
  └─ Equipments,0.55,0.55,0.56,0.57,
  └─ Computers,0.35,0.40,0.45,0.49,
  └─ Furniture n fittings,0.15,0.15,0.15,0.15,
  └─ Vehicles,1.70,1.90,2.07,2.20,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.12
  └─ Other fixed assets,10.50,10.73,10.72,11.13,
  └─ Gross Block,57.62,65.95,69.92,74.11,
  └─ Accumulated Depreciation,25.17,27.90,30.13,32.95,
CWIP,0,0,0,3,72
Investments,0,0,0,0,1
Other Assets,178,171,208,287,462
  └─ Inventories,59,59,70,91,130
  └─ Trade receivables,93,87,94,142,203
  └─ Cash Equivalents,3,1,1,1,73
  └─ Loans n Advances,13,4,17,17,0
  └─ Other asset items,10,20,27,36,56
Total Assets,211,209,248,331,606
