Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,11,11,11,11,11,11,11,11,11
Reserves,4756,3499,3705,3482,4244,5510,5925,7242,7855
Borrowings,2000,968,1718,1581,1556,1515,2096,2080,2290
  └─ Long term Borrowings,595,186,479,392,435,183,373,397,566
  └─ Short term Borrowings,1073,705,1042,1018,1117,1295,1623,1591,1633
  └─ Lease Liabilities,0,0,0,0,3,37,100,92,91
  └─ Other Borrowings,332,77,197,170,0,0,0,0,
Other Liabilities,2986,441,634,895,1067,1335,1201,1270,1727
  └─ Non controlling int,1193,-3,-11,-14,-25,0,0,46,47
  └─ Trade Payables,842,232,367,339,513,691,519,605,552
  └─ Advance from Customers,185,3,10,8,6,4,4,3,
  └─ Other liability items,766,209,268,563,573,640,678,615,1128
Total Liabilities,9753,4919,6067,5969,6878,8371,9233,10602,11883
Fixed Assets,3813,2305,2414,2367,2514,3111,4264,4285,4831
  └─ Land,45,0,45,44,45,99,106,129,
  └─ Building,851,247,290,323,352,407,772,847,
  └─ Plant Machinery,3405,2559,2763,2853,3171,3874,4911,4933,
  └─ Equipments,69,13,16,17,20,24,30,43,
  └─ Furniture n fittings,122,11,11,12,12,14,21,21,
  └─ Vehicles,7,3,3,5,8,8,18,21,
  └─ Intangible Assets,112,52,52,52,59,23,52,58,139
  └─ Other fixed assets,50,31,32,33,15,63,38,78,
  └─ Gross Block,4662,2916,3211,3339,3680,4511,5948,6130,
  └─ Accumulated Depreciation,848,611,797,972,1167,1400,1684,1845,
CWIP,724,229,318,400,680,1158,1128,1568,1890
Investments,524,342,259,88,20,1,1,289,278
Other Assets,4691,2042,3076,3114,3665,4101,3840,4460,4884
  └─ Inventories,1314,642,813,864,947,1485,1571,1820,1933
  └─ Trade receivables,1944,574,565,667,778,1107,845,1197,1282
  └─ Cash Equivalents,195,41,17,22,153,161,198,222,350
  └─ Loans n Advances,274,102,432,248,355,412,414,331,45
  └─ Other asset items,964,683,1250,1313,1431,936,811,890,1274
Total Assets,9753,4919,6067,5969,6878,8371,9233,10602,11883
