Metric,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Equity Capital,3.10,3.10,3.10,3.10,3.10,3.10,3.10,3.10,3.10,3.10,3.10,3.10
Reserves,99.32,100.25,95.86,93.44,125.55,165.55,168.07,160.74,177.53,182.56,178.72,188.12
Borrowings,3.39,3.01,6.24,13.87,7.37,22.13,23.87,26.21,14.87,51.00,21.84,21.53
  └─ Long term Borrowings,0.15,0.00,0.47,0.13,1.74,14.20,13.48,10.31,11.97,8.85,8.23,5.79
  └─ Short term Borrowings,3.23,3.00,5.43,13.41,5.03,6.82,9.25,12.78,2.36,41.65,13.52,15.65
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.54,0.50,0.09,0.09
  └─ Other Borrowings,0.01,0.01,0.34,0.33,0.60,1.11,1.14,2.18,0.00,0.00,0.00,0.00
Other Liabilities,6.33,7.49,6.68,6.09,5.76,8.12,8.05,8.34,8.84,11.02,12.19,15.10
  └─ Trade Payables,4.65,5.48,5.47,4.99,5.32,5.68,4.08,4.42,3.37,4.89,5.82,7.13
  └─ Advance from Customers,0.06,0.01,0.01,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other liability items,1.62,2.00,1.20,1.06,0.40,2.40,3.97,3.92,5.47,6.13,6.37,7.97
Total Liabilities,112.14,113.85,111.88,116.50,141.78,198.90,203.09,198.39,204.34,247.68,215.85,227.85
Fixed Assets,16.74,15.74,17.52,17.41,18.70,38.09,37.49,36.40,34.01,32.00,29.39,28.00
  └─ Land,2,2,3,3,3,5,5,5,5,5,5,4
  └─ Building,9,9,9,9,9,9,9,11,11,11,9,10
  └─ Plant Machinery,22,21,23,25,26,45,46,47,47,47,48,45
  └─ Computers,1,1,1,1,1,1,1,1,1,1,1,1
  └─ Furniture n fittings,2,2,2,2,2,2,3,3,3,3,3,3
  └─ Vehicles,5,5,7,7,7,8,8,8,8,8,8,7
  └─ Other fixed assets,0,0,0,0,1,1,1,1,1,1,1,2
  └─ Gross Block,41,41,44,47,50,71,73,75,75,76,74,72
  └─ Accumulated Depreciation,25,25,27,29,31,33,35,39,41,44,45,44
CWIP,0.00,0.00,1.12,0.03,1.87,1.68,1.65,1.10,1.52,1.51,1.89,0.87
Investments,70.82,63.83,62.98,65.71,89.89,130.24,127.71,110.49,132.34,113.79,115.54,159.37
Other Assets,24.58,34.28,30.26,33.35,31.32,28.89,36.24,50.40,36.47,100.38,69.03,39.61
  └─ Inventories,3.17,5.19,7.22,5.67,3.51,4.62,6.16,9.80,6.63,7.50,7.23,10.56
  └─ Trade receivables,0.67,3.46,2.39,2.38,3.21,3.17,3.90,2.12,2.91,3.08,1.96,1.60
  └─ Cash Equivalents,8.07,1.15,1.18,9.58,1.79,3.31,1.51,2.31,1.15,3.08,12.61,13.74
  └─ Loans n Advances,10.62,21.19,8.92,9.54,3.52,3.77,3.52,23.05,21.35,81.76,43.03,11.00
  └─ Other asset items,2.05,3.29,10.55,6.18,19.29,14.02,21.15,13.12,4.43,4.96,4.20,2.71
Total Assets,112.14,113.85,111.88,116.50,141.78,198.90,203.09,198.39,204.34,247.68,215.85,227.85
