Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,757,796,1232,2201,2201,2414,2415,2416,2418,2600,2607,2620
Reserves,1056,1921,5378,6337,7311,10162,11327,13076,17893,24217,27782,31804
Borrowing,15973,24750,33215,44516,56324,55966,53044,58425,84738,110139,140009,179538
Other Liabilities,1857,2574,38316,40502,43633,44978,57698,66897,75304,94667,108245,121432
  └─ Non controlling int,307,756,1952,1056,1157,1320,1485,1599,1509,1821,1958,2344
  └─ Trade Payables,184,207,687,374,518,547,720,884,1407,1413,1318,1842
  └─ Advance from Customers,99,108,181,0,51,0,0,0,0,0,0,
  └─ Other liability items,1267,1503,35496,39072,41907,43111,55493,64414,72388,91433,104969,117246
Total Liabilities,19642,30042,78141,93556,109470,113520,124485,140815,180353,231623,278643,335393
Fixed Assets,284,314,778,837,892,1181,1259,1305,1279,1652,1929,2100
  └─ Land,0,0,0,0,0,0,0,0,0,0,0,
  └─ Building,25,31,71,42,31,428,558,628,744,1035,1231,
  └─ Plant Machinery,17,21,29,18,20,20,20,22,51,82,101,
  └─ Equipments,71,79,195,86,106,107,121,131,115,161,198,
  └─ Furniture n fittings,14,14,27,15,21,23,23,26,27,42,53,
  └─ Vehicles,6,8,19,25,33,39,37,43,46,73,130,
  └─ Intangible Assets,237,252,580,580,580,570,570,570,555,555,555,1121
  └─ Other fixed assets,142,158,366,185,293,364,512,639,570,751,920,
  └─ Gross Block,512,563,1288,952,1084,1550,1840,2059,2108,2699,3189,
  └─ Accumulated Depreciation,228,249,510,114,192,370,581,753,829,1047,1260,
CWIP,8,11,35,33,34,74,45,45,44,94,122,11
Investments,720,1363,11760,39573,43955,48415,57703,67355,80383,99539,112953,84699
Other Assets,18630,28353,65569,53113,64589,63850,65478,72110,98647,130338,163639,248583
  └─ Inventories,468,330,0,0,0,0,0,0,0,0,0,0
  └─ Trade receivables,124,179,370,377,374,473,446,658,411,698,688,843
  └─ Cash Equivalents,281,114,804,1056,1086,3117,3179,2638,2316,3579,6003,4730
  └─ Loans n Advances,7748,159,87,72,136,419,384,542,319,247,291,195331
  └─ Other asset items,10009,27572,64308,51607,62992,59841,61469,68272,95601,125814,156656,47679
Total Assets,19642,30042,78141,93556,109470,113520,124485,140815,180353,231623,278643,335393
