Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1,1,11,14
Reserves,10,20,21,65
Borrowings,5,5,2,2
  └─ Long term Borrowings,1.29,1.97,1.22,1.22
  └─ Short term Borrowings,3.46,2.60,0.37,0.58
Other Liabilities,36,24,13,25
  └─ Trade Payables,0.98,0.56,4.42,9.76
  └─ Advance from Customers,34.24,19.83,4.79,
  └─ Other liability items,0.54,3.13,3.43,14.88
Total Liabilities,52,49,45,106
Fixed Assets,3,2,5,15
  └─ Land,0.51,0.22,0.23,
  └─ Building,0.77,0.77,0.77,
  └─ Plant Machinery,3.55,5.06,6.81,
  └─ Equipments,0.45,0.51,0.51,
  └─ Furniture n fittings,0.17,0.17,0.17,
  └─ Vehicles,0.41,0.28,0.26,
  └─ Intangible Assets,0.10,0.10,0.10,0.05
  └─ Other fixed assets,0.03,0.06,0.07,
  └─ Gross Block,5.99,7.17,8.92,
  └─ Accumulated Depreciation,3.33,4.97,3.69,
CWIP,0,2,9,10
Investments,0,0,0,0
Other Assets,49,45,31,81
  └─ Inventories,4.05,4.81,4.21,11.53
  └─ Trade receivables,1.97,5.45,8.98,9.80
    └─ Receivables over 6m,1.11,5.00,8.12,
    └─ Receivables under 6m,0.86,0.45,0.86,
  └─ Cash Equivalents,1.70,6.30,6.69,30.79
  └─ Loans n Advances,34.14,20.03,2.05,23.26
  └─ Other asset items,6.73,8.69,9.15,5.71
Total Assets,52,49,45,106
