Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,7,10,10,12
Reserves,2,18,62,64,125
Borrowing,0,40,22,22,104
Other Liabilities,1,11,13,15,23
  └─ Trade Payables,0.09,0.06,0.11,0.19,0.28
  └─ Advance from Customers,0.00,0.00,0.00,0.24,
  └─ Other liability items,0.46,10.94,12.44,14.53,22.82
Total Liabilities,8,76,108,112,264
Fixed Assets,0,12,16,17,18
  └─ Building,0.00,0.00,5.32,5.32,
  └─ Equipments,0.00,0.04,0.04,0.04,
  └─ Computers,0.02,0.04,0.08,0.09,
  └─ Furniture n fittings,0.00,0.06,0.07,0.08,
  └─ Vehicles,0.00,1.48,1.48,1.48,
  └─ Intangible Assets,0.03,8.67,8.67,8.67,8.71
  └─ Other fixed assets,0.00,2.30,1.81,3.19,
  └─ Gross Block,0.05,12.59,17.47,18.87,
  └─ Accumulated Depreciation,0.01,0.63,1.21,1.97,
CWIP,0,0,0,0,0
Investments,0,28,33,18,107
Other Assets,8,36,58,76,139
  └─ Trade receivables,0,1,2,2,0
    └─ Receivables over 6m,0.00,0.00,0.23,0.23,
    └─ Receivables under 6m,0.00,0.65,1.98,1.98,
  └─ Cash Equivalents,0,3,1,3,17
  └─ Loans n Advances,0,0,0,0,107
  └─ Other asset items,8,32,55,71,15
Total Assets,8,76,108,112,264
