Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,13,13,13,13,13,13,14,14
Reserves,7,4,7,9,14,19,28,58,73
Borrowings,2,1,5,7,7,9,18,23,39
  └─ Long term Borrowings,0.42,0.33,4.12,0.59,1.56,4.62,5.49,4.67,5.50
  └─ Short term Borrowings,1.24,1.02,0.78,5.88,4.76,4.54,12.17,18.06,33.89
  └─ Lease Liabilities,0.00,0.00,0.00,0.22,0.19,0.16,0.09,0.02,0.00
  └─ Other Borrowings,0.10,0.11,0.17,0.00,0.00,0.01,-0.02,0.00,
Other Liabilities,3,4,18,18,22,36,24,38,53
  └─ Non controlling int,0.00,0.00,7.63,8.05,8.50,8.62,8.69,8.72,8.76
  └─ Trade Payables,2.07,3.38,6.76,5.21,10.61,20.95,10.41,25.24,37.68
  └─ Advance from Customers,0.07,0.68,2.51,2.54,0.44,0.01,1.21,0.15,
  └─ Other liability items,0.42,0.41,1.26,2.66,2.11,6.16,3.42,4.15,6.61
Total Liabilities,18,22,43,46,54,77,82,133,180
Fixed Assets,3,3,12,11,10,10,10,10,18
  └─ Building,1.90,0.93,0.27,0.27,0.27,0.27,0.28,0.28,
  └─ Plant Machinery,0.00,0.00,8.26,8.63,8.66,8.93,9.32,10.53,
  └─ Equipments,0.03,0.01,0.12,0.12,0.15,0.17,0.20,0.20,
  └─ Computers,0.01,0.00,0.14,0.14,0.14,0.16,0.11,0.13,
  └─ Furniture n fittings,0.37,0.35,0.84,0.86,0.88,0.89,0.91,0.93,
  └─ Vehicles,0.62,0.58,1.96,2.00,2.30,2.78,4.12,4.49,
  └─ Intangible Assets,0.00,0.00,2.74,2.74,2.74,2.74,2.94,3.08,3.90
  └─ Other fixed assets,0.00,0.95,1.94,1.96,1.00,0.99,0.97,0.99,
  └─ Gross Block,2.93,2.82,16.27,16.72,16.14,16.93,18.85,20.63,
  └─ Accumulated Depreciation,0.13,0.16,4.03,5.28,6.46,7.42,8.74,10.36,
CWIP,0,0,0,0,1,1,1,5,0
Investments,2,2,2,1,0,0,0,0,0
Other Assets,13,17,28,33,44,67,71,118,162
  └─ Inventories,0,0,6,6,5,7,6,12,12
  └─ Trade receivables,3,5,13,14,24,43,44,78,122
    └─ Receivables over 6m,0,0,0,0,3,11,3,14,
    └─ Receivables under 6m,3,5,13,14,20,32,41,65,
    └─ Prov for Doubtful,0,0,0,0,-0,-0,-0,-0,
  └─ Cash Equivalents,1,1,1,1,1,2,2,5,8
  └─ Loans n Advances,1,1,2,2,3,3,2,4,6
  └─ Other asset items,8,10,6,10,12,12,17,18,13
Total Assets,18,22,43,46,54,77,82,133,180
