Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,56,56,56,56,55,55,55,55,55,56,56,56,
Reserves,1788,1774,2061,2288,2509,2506,2902,3061,3411,4203,5254,5626,
Borrowings,147,214,211,283,368,711,577,573,1218,788,513,431,
  └─ Long term Borrowings,47,68,49,63,112,86,45,2,494,278,98,78,
  └─ Short term Borrowings,81,115,116,178,214,288,273,324,440,174,116,88,
  └─ Lease Liabilities,0,0,0,0,0,296,259,247,284,335,300,265,
  └─ Other Borrowings,19,32,46,42,43,41,0,0,0,0,0,,
Other Liabilities,582,668,798,773,927,870,940,1072,1815,1883,1798,2211,
  └─ Non controlling int,12,7,3,0,-2,-3,-3,-3,-3,299,451,481,
  └─ Trade Payables,275,310,392,381,370,373,453,526,714,500,393,537,
  └─ Advance from Customers,14,19,13,43,160,128,116,113,214,98,99,,
  └─ Other liability items,280,332,390,348,399,372,374,437,891,986,855,1193,
Total Liabilities,2574,2713,3126,3400,3860,4142,4475,4762,6500,6928,7621,8324,
Fixed Assets,789,657,751,798,978,1305,1361,1345,2825,2826,2929,3084,
  └─ Land,16,2,2,2,2,46,46,40,41,39,36,,
  └─ Building,207,209,204,209,213,446,536,452,519,623,636,,
  └─ Plant Machinery,128,136,142,164,180,214,249,253,260,284,331,,
  └─ Equipments,57,65,63,76,89,97,100,102,111,117,119,,
  └─ Computers,410,440,468,494,526,589,632,680,835,736,393,,
  └─ Furniture n fittings,97,108,112,123,142,159,162,162,169,162,162,,
  └─ Vehicles,2,4,4,4,5,5,4,9,13,11,10,,
  └─ Intangible Assets,426,271,337,372,544,561,606,642,1662,1685,1822,2365,
  └─ Other fixed assets,15,72,105,131,154,158,180,200,657,666,738,,
  └─ Gross Block,1358,1307,1438,1577,1855,2276,2514,2541,4267,4322,4248,,
  └─ Accumulated Depreciation,570,650,688,779,877,971,1153,1196,1442,1496,1320,,
CWIP,10,10,26,52,104,146,88,13,44,57,79,5,
Investments,101,160,196,143,55,41,34,445,518,436,502,457,
Other Assets,1674,1886,2153,2409,2723,2650,2992,2959,3113,3609,4112,4778,
  └─ Inventories,61,98,94,131,183,227,159,279,436,468,577,653,
  └─ Trade receivables,534,614,650,691,814,726,803,733,1127,1262,1407,1306,
    └─ Receivables over 6m,60,0,0,0,0,0,57,0,47,88,96,,36
    └─ Receivables under 6m,485,641,667,704,838,753,790,765,1133,1234,1365,,456
    └─ Prov for Doubtful,-12,-26,-17,-12,-24,-26,-44,-32,-53,-60,-55,,-13
  └─ Cash Equivalents,623,695,878,981,970,952,1465,1267,719,984,1314,1506,
  └─ Loans n Advances,68,64,74,62,64,52,102,135,198,217,179,164,
  └─ Other asset items,390,415,458,544,692,693,464,546,632,679,635,1149,
Total Assets,2574,2713,3126,3400,3860,4142,4475,4762,6500,6928,7621,8324,
