Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,42,47,47,47,47,51,61,61,98,98,98,98,
Reserves,368,835,918,1029,1449,1429,1773,1309,7232,7225,6953,7280,
Borrowings,747,660,820,831,1282,1295,5003,5196,8052,8304,7775,6779,
  └─ Long term Borrowings,635,572,605,562,1019,913,980,1033,1272,1047,920,459,
  └─ Short term Borrowings,32,0,125,100,85,187,121,472,520,670,571,299,
  └─ Lease Liabilities,0,0,0,0,0,0,3651,3691,6259,6586,6284,6020,
  └─ Other Borrowings,80,88,89,169,178,194,251,0,0,0,0,,
Other Liabilities,273,356,440,442,1062,4653,665,757,1091,1191,1435,1454,
  └─ Non controlling int,38,40,40,1,0,0,0,-0,-1,-0,2,0,
  └─ Trade Payables,153,172,198,251,368,312,203,300,514,651,752,595,
  └─ Advance from Customers,17,34,35,51,176,207,183,188,0,0,0,,
  └─ Other liability items,65,110,167,140,518,4133,279,269,578,540,681,860,
Total Liabilities,1429,1897,2225,2348,3840,7428,7502,7323,16474,16818,16261,15612,
Fixed Assets,860,1000,1509,1590,2742,5886,5475,5407,14209,14478,13906,13373,
  └─ Land,0,0,0,0,8,8,8,8,139,139,139,,
  └─ Building,410,341,500,578,778,923,943,1047,1736,1959,2061,,
  └─ Plant Machinery,506,462,586,663,909,1046,1083,1170,1840,2032,2171,,
  └─ Equipments,45,25,33,41,50,57,60,66,98,110,121,,
  └─ Furniture n fittings,198,128,146,179,221,268,275,299,448,503,552,,
  └─ Vehicles,4,3,6,6,6,12,12,15,24,25,19,,
  └─ Intangible Assets,157,110,463,474,1179,1187,1182,1187,5881,5880,5882,5853,
  └─ Other fixed assets,19,16,22,26,131,3416,3504,3794,6937,7676,7747,,
  └─ Gross Block,1339,1085,1756,1966,3282,6917,7067,7586,17103,18324,18691,,
  └─ Accumulated Depreciation,478,86,247,376,540,1031,1592,2179,2894,3846,4785,,
CWIP,80,76,106,102,221,155,217,64,247,246,96,32,
Investments,2,2,2,21,11,2,1,0,0,16,1,2,
Other Assets,486,820,609,636,866,1385,1808,1851,2017,2077,2258,2205,
  └─ Inventories,13,20,19,20,30,31,25,34,66,72,80,73,
  └─ Trade receivables,77,90,102,156,184,189,31,82,182,235,243,267,
    └─ Receivables over 6m,16,-0,-0,-0,-0,-0,-0,41,47,43,178,,16
    └─ Receivables under 6m,66,96,111,168,210,226,69,77,174,232,106,,39
    └─ Prov for Doubtful,-5,-6,-9,-12,-26,-37,-39,-36,-38,-40,-42,,-3
  └─ Cash Equivalents,26,267,30,33,34,322,731,578,362,404,529,592,
  └─ Loans n Advances,16,20,16,26,29,11,10,8,21,27,22,425,
  └─ Other asset items,356,422,441,402,589,831,1012,1148,1386,1339,1384,849,
Total Assets,1429,1897,2225,2348,3840,7428,7502,7323,16474,16818,16261,15612,
