Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,178,23,23,22,22,22,22,22,23,23
Reserves,484,1209,1404,1474,1594,1815,1909,2142,3716,4134
Borrowings,273,67,44,0,40,0,0,0,39,72
  └─ Long term Borrowings,210,22,0,0,0,0,0,0,0,1
  └─ Short term Borrowings,0,2,21,0,40,0,0,0,39,71
  └─ Other Borrowings,63,42,24,0,0,0,0,0,0,
Other Liabilities,32,621,547,583,546,679,839,658,1265,1709
  └─ Non controlling int,0,0,0,0,0,0,0,0,0,0
  └─ Trade Payables,6,449,336,397,366,419,520,550,864,1189
  └─ Advance from Customers,0,0,19,19,19,0,7,0,0,
  └─ Other liability items,26,172,191,167,161,260,312,108,401,520
Total Liabilities,967,1920,2017,2079,2203,2516,2769,2821,5044,5938
Fixed Assets,616,585,546,508,467,459,81,76,70,510
  └─ Land,21.10,21.12,21.12,23.75,23.75,55.81,35.27,35.27,35.27,
  └─ Building,0.00,0.59,0.59,0.59,0.59,0.59,0.52,0.52,0.52,
  └─ Plant Machinery,0.00,4.14,4.39,4.45,4.45,4.46,4.48,5.65,6.22,
  └─ Equipments,0.02,4.16,4.51,4.66,4.71,4.89,5.25,6.01,7.67,
  └─ Furniture n fittings,0.01,5.92,5.90,5.90,5.90,7.21,7.30,7.35,7.35,
  └─ Vehicles,1.25,2.48,2.51,2.52,2.52,2.43,2.51,2.97,3.06,
  └─ Wind turbines,0.00,666.42,667.88,668.14,668.14,668.14,82.84,82.84,82.84,
  └─ Intangible Assets,0.15,0.15,0.95,0.95,0.95,0.95,0.00,0.00,0.00,0.00
  └─ Other fixed assets,666.88,0.61,0.61,0.62,0.62,0.00,-0.01,-0.01,0.00,
  └─ Gross Block,689.41,705.59,708.46,711.58,711.63,744.48,138.16,140.60,142.93,
  └─ Accumulated Depreciation,73.29,120.82,162.39,203.87,245.02,285.41,56.94,64.70,72.72,
CWIP,0,0,0,0,0,0,95,276,442,72
Investments,209,450,581,691,714,1049,1305,1142,2836,2258
Other Assets,141,885,891,881,1022,1008,1288,1327,1696,3099
  └─ Inventories,0,8,19,6,6,27,101,26,0,0
  └─ Trade receivables,76,758,544,574,530,584,641,741,673,1217
    └─ Receivables over 6m,37,0,0,0,0,156,181,159,117,
    └─ Receivables under 6m,39,758,544,574,530,428,460,582,556,
  └─ Cash Equivalents,9,42,49,43,81,47,146,137,129,130
  └─ Loans n Advances,1,43,51,55,154,144,47,21,27,17
  └─ Other asset items,55,34,228,203,251,206,353,402,866,1735
Total Assets,967,1920,2017,2079,2203,2516,2769,2821,5044,5938
