Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3,3,3,3
Reserves,34,36,47,26
Borrowings,0,0,0,0
  └─ Long term Borrowings,0.19,0.14,0.19,0.12
Other Liabilities,10,9,10,13
  └─ Trade Payables,4.26,1.86,2.05,3.71
  └─ Other liability items,5.58,7.48,7.77,9.53
Total Liabilities,47,49,60,43
Fixed Assets,0,1,2,5
  └─ Equipments,0.03,0.04,0.04,
  └─ Computers,0.18,0.19,0.24,
  └─ Furniture n fittings,0.19,0.20,0.20,
  └─ Vehicles,0.34,0.34,0.45,
  └─ Intangible Assets,0.00,0.00,0.00,4.97
  └─ Other fixed assets,0.02,1.02,2.23,
  └─ Gross Block,0.76,1.79,3.16,
  └─ Accumulated Depreciation,0.48,0.74,1.59,
CWIP,1,3,3,0
Investments,0,0,0,0
Other Assets,45,45,55,38
  └─ Trade receivables,19.66,26.61,24.78,14.96
    └─ Receivables over 6m,2.77,5.62,2.02,
    └─ Receivables under 6m,16.90,22.56,23.44,
    └─ Prov for Doubtful,0.00,-1.57,-0.68,
  └─ Cash Equivalents,21.23,13.97,25.35,17.34
  └─ Loans n Advances,0.23,0.50,0.62,1.55
  └─ Other asset items,4.03,4.12,4.73,3.95
Total Assets,47,49,60,43
