Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,25.04,25.04,25.04,25.04,25.04,25.04,25.04,25.04,25.00,25.00,25.00,25.00,
Reserves,300.48,313.58,369.83,381.04,391.31,381.65,408.80,594.00,613.31,629.86,662.51,650.52,
Borrowings,3.47,3.03,3.87,3.56,3.22,3.34,4.34,4.60,21.16,20.76,20.51,22.73,
  └─ Long term Borrowings,0.78,0.40,3.56,3.22,2.87,2.92,2.62,2.50,7.47,5.01,3.03,2.68,
  └─ Short term Borrowings,2.50,2.50,0.00,0.00,0.00,0.00,0.30,0.78,12.20,11.96,14.21,17.33,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,1.42,1.32,1.50,3.78,3.27,2.72,
  └─ Other Borrowings,0.19,0.13,0.31,0.34,0.35,0.42,0.00,0.00,-0.01,0.01,0.00,,
Other Liabilities,53.79,51.31,40.64,39.76,33.83,30.15,21.63,63.23,66.84,68.87,62.88,72.67,
  └─ Non controlling int,0,0,0,0,0,0,0,0,0,1,1,2,
  └─ Trade Payables,13,12,4,3,1,1,1,8,9,9,10,12,
  └─ Advance from Customers,1,1,0,0,0,0,0,0,2,3,3,,
  └─ Other liability items,41,39,36,37,32,29,20,55,56,56,48,59,
Total Liabilities,382.78,392.96,439.38,449.40,453.40,440.18,459.81,686.87,726.31,744.49,770.90,770.92,
Fixed Assets,54.35,59.77,13.03,32.30,29.39,29.47,27.01,215.55,248.44,253.20,250.12,246.19,
  └─ Land,9.43,8.57,3.12,3.12,3.12,3.12,3.12,192.49,192.51,191.36,180.12,,
  └─ Building,43.40,41.42,5.77,20.17,20.13,20.50,20.50,20.78,20.80,23.81,31.78,,
  └─ Plant Machinery,144.19,150.96,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,,
  └─ Equipments,13.15,13.83,0.79,4.34,4.51,4.76,4.80,4.87,5.16,6.37,7.76,,
  └─ Computers,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.34,0.50,0.65,0.83,,
  └─ Furniture n fittings,0.00,1.02,0.23,4.75,5.00,5.04,5.06,5.27,5.34,6.33,8.26,,
  └─ Vehicles,2.36,2.85,2.56,2.57,2.57,3.25,2.74,3.84,3.89,3.89,3.91,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.05,34.90,35.16,35.17,
  └─ Other fixed assets,0.01,0.08,0.05,0.07,0.07,1.79,1.79,1.79,2.12,4.80,4.80,,
  └─ Gross Block,212.54,218.73,14.30,36.80,37.18,40.24,40.02,231.16,266.15,273.89,274.40,,
  └─ Accumulated Depreciation,158.19,158.96,1.27,4.49,7.80,10.77,13.01,15.61,17.71,20.69,24.28,,
CWIP,11.03,7.36,19.05,0.00,0.00,0.00,0.25,1.67,10.26,9.52,0.00,0.00,
Investments,185.75,186.79,291.08,311.64,346.67,343.15,370.35,402.52,376.82,390.36,411.43,402.27,
Other Assets,131.65,139.04,116.22,105.46,77.34,67.56,62.20,67.13,90.79,91.41,109.35,122.46,
  └─ Inventories,15.76,14.78,0.75,0.75,0.75,0.75,0.00,0.75,0.75,0.75,0.75,0.00,
  └─ Trade receivables,10.53,11.88,2.89,1.11,0.43,0.69,0.79,0.30,18.08,22.42,23.75,24.60,
    └─ Receivables over 6m,0.77,2.07,3.78,3.77,4.03,4.10,0.00,4.87,6.67,8.11,9.61,,0.08
    └─ Receivables under 6m,10.00,10.42,0.00,0.56,0.31,0.63,5.47,0.15,17.36,20.71,20.41,,0.55
    └─ Prov for Doubtful,-0.24,-0.61,-0.89,-3.23,-3.91,-4.04,-4.68,-4.72,-5.95,-6.41,-6.28,,0.00
  └─ Cash Equivalents,14.44,10.24,1.18,14.29,10.48,8.16,3.03,2.31,8.65,6.71,11.33,23.20,
  └─ Loans n Advances,23.13,22.62,18.89,20.70,3.21,2.23,2.87,8.54,6.44,1.51,7.58,43.21,
  └─ Other asset items,67.79,79.52,92.51,68.61,62.47,55.73,55.51,55.23,56.87,60.02,65.94,31.45,
Total Assets,382.78,392.96,439.38,449.40,453.40,440.18,459.81,686.87,726.31,744.49,770.90,770.92,
