Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Equity Capital,17.67,22.28,22.28,44.57
Reserves,31.28,51.01,55.38,93.48
Borrowings,2.38,2.45,2.40,8.02
  └─ Short term Borrowings,2.38,0.00,0.00,0.00
  └─ Other Borrowings,0.00,2.45,2.40,8.02
Other Liabilities,0.00,0.99,0.43,0.31
  └─ Non controlling int,0.00,0.34,0.19,0.14
  └─ Trade Payables,0.00,0.11,0.07,0.08
  └─ Other liability items,0.00,0.54,0.17,0.09
Total Liabilities,51.33,76.73,80.49,146.38
Fixed Assets,0.00,0.57,1.34,1.31
  └─ Building,0.00,0.05,0.05,0.05
  └─ Computers,0.00,0.02,0.02,0.04
  └─ Vehicles,0.00,0.05,0.05,0.05
  └─ Intangible Assets,0.00,0.33,0.33,0.33
  └─ Other fixed assets,0.00,0.17,0.98,0.98
  └─ Gross Block,0.00,0.62,1.43,1.45
  └─ Accumulated Depreciation,0.00,0.05,0.09,0.14
CWIP,0.00,0.00,0.00,0.00
Investments,11.66,60.04,64.57,106.45
Other Assets,39.67,16.12,14.58,38.62
  └─ Inventories,0.00,0.12,1.41,5.69
  └─ Trade receivables,0.00,0.18,0.27,1.11
  └─ Cash Equivalents,29.13,10.38,8.92,27.36
  └─ Loans n Advances,9.80,3.84,1.98,1.79
  └─ Other asset items,0.74,1.60,2.00,2.67
Total Assets,51.33,76.73,80.49,146.38
