Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1432,1432,1435,1436,1436,1436,1436,1437,1439,1441,1445,1449
Reserves,3833,3891,4971,5138,5435,5777,7673,7721,8651,9564,10488,12182
Borrowings,0,1029,0,0,0,0,1200,1200,1200,1200,2600,2595
  └─ Other Borrowings,0,1029,0,0,0,0,1200,1200,1200,1200,2600,2595
Other Liabilities,95951,98413,118335,135245,156215,148818,206911,234079,244562,286796,299705,303509
  └─ Trade Payables,9,131,9,6,7,9,16,6,19,8,903,1071
  └─ Advance from Customers,0,183,0,0,0,0,0,0,0,0,0,0
  └─ Other liability items,95942,98099,118326,135239,156208,148810,206894,234074,244543,286788,298802,302437
Total Liabilities,101215,104765,124741,141819,163086,156031,217220,244437,255851,299001,314239,319735
Fixed Assets,209,212,207,404,463,932,911,433,479,1168,1315,1378
  └─ Land,90,90,90,90,90,90,90,90,90,90,90,90
  └─ Building,44,143,148,330,348,358,360,345,348,450,514,401
  └─ Equipments,32,104,75,112,165,177,183,186,56,69,98,101
  └─ Computers,12,0,45,49,47,0,0,0,0,0,0,0
  └─ Furniture n fittings,8,23,30,30,34,34,34,31,31,46,52,53
  └─ Vehicles,2,6,10,9,9,8,7,5,4,4,4,4
  └─ Other fixed assets,21,98,117,124,124,667,681,242,480,1110,1088,1353
  └─ Gross Block,209,465,515,744,816,1334,1356,900,1009,1770,1847,2001
  └─ Accumulated Depreciation,0,253,308,340,354,402,444,466,530,602,532,623
CWIP,6,7,7,18,13,20,22,54,117,49,36,43
Investments,99491,103024,121581,138537,159003,150776,211727,238101,248216,289230,303475,307369
Other Assets,1509,1522,2946,2859,3607,4303,4560,5848,7039,8553,9412,10944
  └─ Trade receivables,0,151,0,0,0,0,0,0,0,0,0,0
  └─ Cash Equivalents,255,200,214,204,661,812,558,671,775,838,1007,1138
  └─ Loans n Advances,161,176,336,244,280,185,134,189,189,575,557,787
  └─ Other asset items,1093,994,2397,2412,2666,3306,3868,4988,6075,7140,7847,9020
Total Assets,101215,104765,124741,141819,163086,156031,217220,244437,255851,299001,314239,319735
