Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,2,3,3,3,3,17
Reserves,433,1100,1360,1403,1750,3168
Borrowings,293,301,326,364,430,418
  └─ Long term Borrowings,293,299,323,250,258,0
  └─ Short term Borrowings,0,2,4,0,8,286
  └─ Lease Liabilities,0,0,0,113,163,132
  └─ Preference Capital,0,0,0,0,0,0
  └─ Other Borrowings,0,-0,-0,0,0,
Other Liabilities,276,441,520,575,619,804
  └─ Non controlling int,0,0,0,14,12,1
  └─ Trade Payables,26,63,57,51,62,136
  └─ Advance from Customers,15,13,1,4,1,
  └─ Other liability items,234,365,462,506,544,667
Total Liabilities,1004,1845,2209,2344,2802,4407
Fixed Assets,172,552,1006,626,687,800
  └─ Building,26,26,26,186,240,
  └─ Equipments,36,37,39,17,16,
  └─ Computers,44,75,94,131,182,
  └─ Furniture n fittings,6,6,6,6,7,
  └─ Vehicles,0,0,0,0,5,
  └─ Intangible Assets,75,357,351,476,484,597
  └─ Other fixed assets,137,272,771,94,96,
  └─ Gross Block,323,773,1288,911,1030,
  └─ Accumulated Depreciation,152,221,282,285,343,
CWIP,20,30,1,6,14,0
Investments,96,404,292,879,994,1238
Other Assets,717,860,910,833,1107,2369
  └─ Trade receivables,206,396,501,533,585,710
  └─ Cash Equivalents,373,225,220,88,288,1165
  └─ Loans n Advances,14,83,69,69,94,55
  └─ Other asset items,124,156,120,142,141,439
Total Assets,1004,1845,2209,2344,2802,4407
