Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,11,46,91,107,107
Reserves,-40,30,26,63,63
Borrowings,29,28,7,26,44
  └─ Long term Borrowings,0.03,28.48,7.25,4.34,5.72
  └─ Short term Borrowings,28.72,0.00,0.13,22.08,37.89
  └─ Preference Capital,0.03,0.03,0.03,0.03,0.00
  └─ Other Borrowings,-0.03,-0.03,-0.03,-0.03,
Other Liabilities,17,57,77,25,36
  └─ Trade Payables,14.43,24.08,46.68,17.32,28.83
  └─ Advance from Customers,1.05,30.34,24.30,1.82,
  └─ Other liability items,1.77,2.65,6.18,5.74,7.66
Total Liabilities,17,161,202,221,250
Fixed Assets,0,40,38,53,18
  └─ Land,0.00,30.00,30.00,30.00,
  └─ Plant Machinery,0.00,10.00,10.00,10.00,
  └─ Equipments,0.00,0.01,0.05,0.05,
  └─ Computers,0.01,0.01,0.01,0.03,
  └─ Furniture n fittings,0.00,0.04,0.04,0.04,
  └─ Vehicles,0.00,0.00,1.43,1.43,
  └─ Other fixed assets,0.00,0.00,0.00,18.80,
  └─ Gross Block,0.01,40.06,41.53,60.35,
  └─ Accumulated Depreciation,0.00,0.03,3.74,7.59,
CWIP,0,0,0,0,0
Investments,0,20,36,29,11
Other Assets,17,101,128,139,221
  └─ Inventories,0,0,0,0,10
  └─ Trade receivables,8,10,39,67,136
    └─ Receivables over 6m,0,1,3,11,
    └─ Receivables under 6m,8,10,36,57,
  └─ Cash Equivalents,0,6,2,0,0
  └─ Loans n Advances,8,0,1,34,14
  └─ Other asset items,0,85,86,38,61
Total Assets,17,161,202,221,250
