Metric,Mar 2012,Mar 2013,Mar 2014
Equity Capital,3.00,3.00,3.00
Reserves,2.24,2.55,2.74
Borrowings,0.04,0.62,0.01
  └─ Long term Borrowings,0.02,0.05,0.01
  └─ Short term Borrowings,0.00,0.58,0.00
  └─ Other Borrowings,0.02,-0.01,0.00
Other Liabilities,1.13,1.82,1.73
  └─ Trade Payables,0.16,0.58,0.58
  └─ Other liability items,0.97,1.24,1.15
Total Liabilities,6.41,7.99,7.48
Fixed Assets,0.95,2.09,1.91
  └─ Land,0.45,0.45,0.45
  └─ Building,0.11,0.11,0.11
  └─ Plant Machinery,0.14,0.19,0.21
  └─ Computers,0.95,1.97,2.03
  └─ Furniture n fittings,0.33,0.34,0.34
  └─ Vehicles,0.25,0.51,0.51
  └─ Other fixed assets,0.01,0.00,0.00
  └─ Gross Block,2.24,3.57,3.65
  └─ Accumulated Depreciation,1.29,1.48,1.74
CWIP,0.00,0.00,0.00
Investments,1.70,1.55,1.42
Other Assets,3.76,4.35,4.15
  └─ Inventories,0.73,0.73,0.73
  └─ Trade receivables,1.30,1.63,1.08
  └─ Cash Equivalents,0.35,0.07,0.39
  └─ Loans n Advances,0.00,0.01,0.00
  └─ Other asset items,1.38,1.91,1.95
Total Assets,6.41,7.99,7.48
