Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1,4,6,8
Reserves,2,12,60,92
Borrowings,1,7,14,24
  └─ Long term Borrowings,0.72,0.38,0.83,0.88
  └─ Short term Borrowings,0.52,6.22,13.53,23.62
  └─ Other Borrowings,0.08,0.00,0.01,
Other Liabilities,1,3,10,35
  └─ Non controlling int,0.00,0.00,2.26,13.61
  └─ Trade Payables,0.69,1.99,5.13,16.73
  └─ Other liability items,0.35,1.26,2.69,4.36
Total Liabilities,6,26,91,160
Fixed Assets,1,2,15,18
  └─ Plant Machinery,0.00,0.03,0.03,
  └─ Equipments,0.02,0.01,0.01,
  └─ Computers,0.04,0.36,0.36,
  └─ Furniture n fittings,0.74,1.95,1.95,
  └─ Intangible Assets,0.00,0.00,0.00,1.46
  └─ Other fixed assets,0.11,0.27,12.94,
  └─ Gross Block,0.91,2.62,15.29,
  └─ Accumulated Depreciation,0.12,0.49,0.49,
CWIP,0,0,0,0
Investments,0,0,3,2
Other Assets,5,24,73,140
  └─ Inventories,3,12,37,84
  └─ Trade receivables,0,4,6,23
  └─ Cash Equivalents,1,5,11,9
  └─ Loans n Advances,0,1,2,11
  └─ Other asset items,0,2,16,14
Total Assets,6,26,91,160
