Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,52,57,57,57,57,57,57,57,57,57,6,57,
Reserves,844,735,237,-226,-969,-1174,-1244,-1338,-1432,-1504,941,164,
Borrowings,1840,2022,2314,2275,2197,2196,2196,2196,2196,2196,53,42,
  └─ Long term Borrowings,1064.21,781.33,727.26,77.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Short term Borrowings,644.56,961.48,1238.54,1310.76,1310.76,1310.24,1310.24,1310.24,1310.24,1310.24,53.09,41.98,
  └─ Preference Capital,1.49,0.00,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,0.00,0.00,
  └─ Other Borrowings,129.50,279.64,346.91,884.63,884.64,884.64,884.64,884.64,884.64,884.64,0.00,,
Other Liabilities,1293,1080,1117,1147,515,540,516,518,512,512,184,4,
  └─ Trade Payables,788.71,525.20,478.50,480.16,9.98,9.49,9.52,9.72,9.72,9.61,14.89,0.19,
  └─ Advance from Customers,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
  └─ Other liability items,503.53,554.31,638.85,667.29,505.26,530.52,506.85,507.84,502.40,502.42,168.66,3.86,
Total Liabilities,4028,3894,3725,3253,1800,1618,1526,1432,1333,1260,1184,266,
Fixed Assets,433,1661,1567,1473,1378,1284,1190,1096,1002,908,820,80,
  └─ Land,18.69,18.69,18.69,18.69,18.69,18.69,18.69,18.69,18.69,18.69,18.69,,
  └─ Building,35.54,35.54,35.54,35.54,35.54,35.54,35.54,35.54,35.54,35.54,35.54,,
  └─ Plant Machinery,545.26,1850.91,1852.35,1852.35,1850.81,1850.94,1850.96,1850.96,1851.05,1851.17,1851.17,,
  └─ Equipments,0.95,0.96,0.96,0.96,0.72,0.72,0.72,0.72,0.62,0.51,0.51,,
  └─ Computers,1.65,1.65,1.65,1.65,1.08,1.08,1.08,1.08,1.08,1.08,1.08,,
  └─ Furniture n fittings,3.05,3.05,3.05,3.05,2.08,2.08,2.08,2.08,2.08,2.08,2.08,,
  └─ Vehicles,4.39,4.39,4.28,4.28,1.29,0.00,0.00,0.00,0.00,0.00,0.00,,
  └─ Other fixed assets,0.17,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.17,0.16,0.16,,
  └─ Gross Block,609.70,1915.37,1916.69,1916.69,1910.37,1909.21,1909.23,1909.23,1909.23,1909.23,1909.23,,
  └─ Accumulated Depreciation,176.30,254.61,349.49,443.40,532.61,625.53,719.32,813.11,906.89,1000.92,1089.63,,
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,
Investments,0,0,0,0,0,0,0,0,0,0,0,0,
Other Assets,3595,2233,2158,1780,422,335,336,336,331,352,364,186,
  └─ Inventories,39,32,23,17,7,5,5,5,5,5,5,0,
  └─ Trade receivables,2210,2153,2061,1725,403,318,312,312,312,333,334,169,
    └─ Receivables over 6m,1166,0,0,0,0,0,0,0,0,1235,1237,,1435
    └─ Receivables under 6m,1047,2155,2129,2134,1207,1221,1215,1214,1214,0,0,,1281
    └─ Prov for Doubtful,-2,-2,-69,-409,-804,-903,-903,-903,-903,-903,-903,,-2
  └─ Cash Equivalents,1,2,1,1,1,2,7,7,2,2,3,1,
  └─ Loans n Advances,0,0,31,0,0,0,0,0,0,0,11,0,
  └─ Other asset items,1344,46,41,36,11,10,12,12,12,12,11,15,
Total Assets,4028,3894,3725,3253,1800,1618,1526,1432,1333,1260,1184,266,
