Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,15,15,15,15,15,15,15
Reserves,29,35,41,49,55,58,64
Borrowings,34,38,51,63,79,90,82
  └─ Long term Borrowings,14,19,22,14,14,20,16
  └─ Short term Borrowings,19,16,29,49,64,69,66
  └─ Lease Liabilities,0,0,0,0,1,1,0
  └─ Other Borrowings,1,3,0,0,0,0,
Other Liabilities,29,42,53,35,42,53,66
  └─ Non controlling int,0.00,0.00,0.00,0.00,-0.60,-0.90,-1.17
  └─ Trade Payables,22.08,32.64,39.24,22.87,28.15,34.57,48.91
  └─ Advance from Customers,0.00,0.00,0.92,1.22,0.32,0.37,
  └─ Other liability items,6.84,9.79,12.53,10.86,14.00,18.84,17.82
Total Liabilities,107,130,159,162,192,216,226
Fixed Assets,11,38,37,36,45,58,55
  └─ Land,0.86,0.86,0.86,0.86,0.86,0.86,
  └─ Building,4.84,8.52,8.83,8.84,9.06,10.09,
  └─ Plant Machinery,19.52,44.32,46.66,48.10,59.21,75.25,
  └─ Equipments,0.11,0.21,0.27,0.35,0.49,0.57,
  └─ Computers,0.23,0.24,0.30,0.32,0.34,0.35,
  └─ Furniture n fittings,0.69,1.03,1.06,1.06,1.11,1.18,
  └─ Vehicles,0.42,0.42,0.42,0.70,0.70,0.70,
  └─ Intangible Assets,0.01,0.01,0.01,0.01,0.01,0.01,0.00
  └─ Other fixed assets,0.14,0.13,0.14,0.13,1.20,1.65,
  └─ Gross Block,26.82,55.74,58.55,60.37,72.98,90.66,
  └─ Accumulated Depreciation,15.79,18.14,21.19,24.50,28.37,32.99,
CWIP,15,0,0,0,0,0,0
Investments,0,0,0,1,0,0,0
Other Assets,82,92,122,126,147,158,171
  └─ Inventories,35,41,59,63,76,85,88
  └─ Trade receivables,42,41,52,49,55,58,68
    └─ Receivables over 6m,10.30,9.54,16.17,10.22,14.86,14.94,
    └─ Receivables under 6m,31.84,31.77,35.58,39.08,40.20,43.45,
  └─ Cash Equivalents,1,5,5,3,2,2,2
  └─ Loans n Advances,1,2,3,5,3,2,0
  └─ Other asset items,3,4,4,6,11,10,13
Total Assets,107,130,159,162,192,216,226
