Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1,1,1,7,13,14,14,14,14,14,14
Reserves,-41,-20,119,143,211,334,403,472,560,645,725
Borrowings,298,281,153,185,209,154,175,355,447,505,459
  └─ Long term Borrowings,,,81,106,145,85,102,261,307,331,270
  └─ Short term Borrowings,,,31,31,30,30,69,90,107,142,155
  └─ Lease Liabilities,,,0,0,0,4,4,4,32,32,33
  └─ Preference Capital,137,137,0,0,0,0,0,0,0,0,0
  └─ Other Borrowings,161,144,41,49,34,35,-0,-0,0,-0,
Other Liabilities,67,90,149,168,243,279,352,397,429,476,541
  └─ Non controlling int,16,20,49,56,76,95,116,131,145,160,176
  └─ Trade Payables,22,28,32,36,54,61,76,92,95,107,116
  └─ Advance from Customers,0,0,0,0,0,0,0,0,1,1,
  └─ Other liability items,29,43,68,76,113,123,160,174,188,209,249
Total Liabilities,325,353,422,503,677,781,944,1238,1450,1641,1739
Fixed Assets,117,116,41,166,259,253,238,309,662,721,742
  └─ Land,0,0,0,1,1,1,3,4,38,38,
  └─ Building,18,19,3,3,5,6,9,22,58,79,
  └─ Plant Machinery,165,170,69,96,174,181,190,275,348,473,
  └─ Equipments,0,1,0,3,4,5,3,3,4,6,
  └─ Computers,1,1,1,1,2,2,3,3,4,5,
  └─ Furniture n fittings,2,2,2,2,2,3,3,4,6,8,
  └─ Vehicles,4,4,1,2,2,2,2,2,4,4,
  └─ Intangible Assets,0,0,0,0,0,0,0,0,0,0,305
  └─ Other fixed assets,0,0,2,111,132,148,150,155,412,378,
  └─ Gross Block,191,196,79,219,321,347,363,468,874,992,
  └─ Accumulated Depreciation,74,80,37,53,63,94,125,159,212,271,
CWIP,51,86,106,23,14,6,61,250,41,56,29
Investments,0,0,0,0,0,0,0,0,0,0,0
Other Assets,157,151,275,315,404,521,645,680,747,865,968
  └─ Inventories,0,0,0,0,0,0,0,0,0,0,0
  └─ Trade receivables,73,89,44,56,86,90,178,216,252,265,322
    └─ Receivables over 6m,96,114,0,0,0,44,83,96,169,193,
    └─ Receivables under 6m,0,0,44,62,99,59,117,156,155,130,
    └─ Prov for Doubtful,-23,-24,0,-7,-14,-14,-22,-36,-72,-57,
  └─ Cash Equivalents,38,11,34,22,35,128,93,72,86,132,123
  └─ Loans n Advances,2,3,2,3,4,6,9,7,10,10,344
  └─ Other asset items,44,48,194,234,278,298,365,383,399,456,179
Total Assets,325,353,422,503,677,781,944,1238,1450,1641,1739
