Metric,Mar 2021,Mar 2022,Mar 2023
Equity Capital,6,6,6
Reserves,27,28,30
Borrowings,60,74,66
  └─ Long term Borrowings,3.45,16.31,12.41
  └─ Short term Borrowings,43.65,47.85,48.48
  └─ Lease Liabilities,7.67,7.31,2.86
  └─ Other Borrowings,5.46,2.89,2.02
Other Liabilities,54,67,54
  └─ Trade Payables,29.75,47.13,32.78
  └─ Advance from Customers,5.21,1.54,1.48
  └─ Other liability items,19.09,18.72,19.63
Total Liabilities,148,175,155
Fixed Assets,36,33,26
  └─ Land,0,0,0
  └─ Building,7,7,7
  └─ Plant Machinery,34,34,35
  └─ Equipments,1,1,1
  └─ Computers,1,1,1
  └─ Furniture n fittings,4,4,4
  └─ Vehicles,0,1,0
  └─ Other fixed assets,13,15,7
  └─ Gross Block,61,63,55
  └─ Accumulated Depreciation,25,31,29
CWIP,0,0,0
Investments,0,0,0
Other Assets,112,143,130
  └─ Inventories,50,69,57
  └─ Trade receivables,49,60,50
    └─ Receivables over 6m,4.53,2.52,3.66
    └─ Receivables under 6m,44.69,57.26,46.49
    └─ Prov for Doubtful,0.00,-0.14,-0.18
  └─ Cash Equivalents,1,0,3
  └─ Loans n Advances,0,1,0
  └─ Other asset items,11,14,19
Total Assets,148,175,155
