Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.10,268,269,269,270,270,271,272,272
Reserves,-0,691,780,938,1040,1381,1875,2640,3269
Borrowings,0,132,204,230,227,287,329,345,838
  └─ Long term Borrowings,0,37,3,2,2,0,0,0,143
  └─ Short term Borrowings,0,60,17,1,1,49,45,2,319
  └─ Lease Liabilities,0,0,146,227,225,237,284,343,376
  └─ Other Borrowings,0,35,38,0,-0,0,0,0,
Other Liabilities,0,582,384,531,799,1402,1624,1707,2877
  └─ Non controlling int,0,4,4,3,16,12,17,0,8
  └─ Trade Payables,0,103,85,135,137,164,240,178,261
  └─ Advance from Customers,0,14,0,16,4,2,0,0,
  └─ Other liability items,0,462,296,377,642,1225,1367,1528,2608
Total Liabilities,0,1674,1637,1968,2336,3341,4098,4964,7256
Fixed Assets,0,420,526,577,641,1684,1915,1972,3991
  └─ Land,0,41,41,42,42,42,42,42,
  └─ Building,0,124,277,396,422,478,536,610,
  └─ Plant Machinery,0,85,107,120,143,176,238,269,
  └─ Equipments,0,45,48,49,47,57,65,71,
  └─ Computers,0,89,117,145,166,214,186,215,
  └─ Furniture n fittings,0,19,22,24,23,29,36,40,
  └─ Vehicles,0,6,5,6,5,14,21,32,
  └─ Intangible Assets,0,95,100,102,168,1011,1147,1173,3365
  └─ Other fixed assets,0,90,93,93,93,272,286,285,
  └─ Gross Block,0,593,810,977,1110,2292,2556,2737,
  └─ Accumulated Depreciation,0,173,283,400,469,607,641,765,
CWIP,0,1,5,12,0,33,58,10,0
Investments,0,50,9,127,129,64,94,432,172
Other Assets,0,1204,1096,1251,1566,1559,2030,2551,3094
  └─ Inventories,0,18,12,0,0,59,90,85,88
  └─ Trade receivables,0,592,449,308,371,592,749,755,928
  └─ Cash Equivalents,0,221,381,701,893,549,771,1268,1341
  └─ Loans n Advances,0,236,32,26,26,36,56,62,51
  └─ Other asset items,-0,137,223,217,275,323,365,381,686
Total Assets,0,1674,1637,1968,2336,3341,4098,4964,7256
