Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Equity Capital,5.41,5.41,5.41,5.41,5.41
Reserves,4.49,2.52,1.12,0.35,-4.92
Borrowings,25.88,28.67,33.79,34.46,32.70
  └─ Long term Borrowings,8.27,7.96,5.20,8.46,15.57
  └─ Short term Borrowings,15.80,19.70,27.42,26.00,17.13
  └─ Preference Capital,5.97,6.56,4.11,3.60,3.04
  └─ Other Borrowings,-4.16,-5.55,-2.94,-3.60,-3.04
Other Liabilities,20.10,19.21,14.26,14.45,13.88
  └─ Non controlling int,0.00,-0.16,-0.34,-0.52,0.00
  └─ Trade Payables,14.77,12.69,9.29,10.16,7.53
  └─ Advance from Customers,0.21,0.33,0.06,0.05,0.07
  └─ Other liability items,5.12,6.35,5.25,4.76,6.28
Total Liabilities,55.88,55.81,54.58,54.67,47.07
Fixed Assets,15.89,17.08,14.52,12.19,16.03
  └─ Land,1.33,1.46,1.46,1.46,7.21
  └─ Building,2.72,3.42,3.42,3.42,3.42
  └─ Plant Machinery,11.68,14.10,13.90,13.59,13.42
  └─ Equipments,1.93,2.09,2.20,2.27,2.35
  └─ Computers,0.20,0.31,0.33,0.36,0.32
  └─ Furniture n fittings,0.22,0.22,0.22,0.22,0.23
  └─ Vehicles,1.49,1.38,1.05,0.79,0.36
  └─ Intangible Assets,0.00,0.16,0.16,0.16,0.00
  └─ Other fixed assets,0.23,0.36,0.36,0.37,0.27
  └─ Gross Block,19.80,23.50,23.10,22.64,27.58
  └─ Accumulated Depreciation,3.92,6.41,8.58,10.46,11.56
CWIP,2.53,0.43,1.12,1.71,0.17
Investments,0.00,0.00,0.00,0.00,0.00
Other Assets,37.46,38.30,38.94,40.77,30.87
  └─ Inventories,8.13,8.62,10.51,10.43,7.52
  └─ Trade receivables,25.67,26.53,25.98,26.57,19.99
  └─ Cash Equivalents,1.66,1.17,0.80,1.33,1.59
  └─ Loans n Advances,0.50,0.40,0.49,0.59,0.53
  └─ Other asset items,1.50,1.58,1.16,1.85,1.24
Total Assets,55.88,55.81,54.58,54.67,47.07
