Metric,Mar 2011,Mar 2012,Mar 2013,Mar 2014
Equity Capital,5,5,5,5
Reserves,37,39,44,44
Borrowings,89,93,74,66
  └─ Long term Borrowings,27.31,27.36,19.38,10.98
  └─ Short term Borrowings,54.43,55.68,45.13,41.98
  └─ Other Borrowings,7.73,10.09,9.86,12.55
Other Liabilities,34,37,26,17
  └─ Trade Payables,13.58,14.08,6.50,4.19
  └─ Advance from Customers,9.31,5.44,2.83,3.06
  └─ Other liability items,10.85,17.16,16.84,9.58
Total Liabilities,165,174,150,132
Fixed Assets,53,74,66,53
  └─ Land,13,16,15,11
  └─ Building,15,17,17,15
  └─ Plant Machinery,5,7,7,8
  └─ Ships Vessels,0,4,4,4
  └─ Equipments,1,1,1,1
  └─ Furniture n fittings,2,2,4,4
  └─ Vehicles,36,56,54,53
  └─ Other fixed assets,1,0,0,0
  └─ Gross Block,75,104,103,96
  └─ Accumulated Depreciation,22,29,37,43
CWIP,0,0,0,0
Investments,9,7,-1,-3
Other Assets,104,93,86,82
  └─ Inventories,0,1,0,0
  └─ Trade receivables,69,63,65,59
    └─ Receivables over 6m,20.02,20.40,35.10,28.15
    └─ Receivables under 6m,49.00,43.26,30.52,30.79
    └─ Prov for Doubtful,-0.29,-0.29,-0.29,-0.29
  └─ Cash Equivalents,9,8,5,4
  └─ Loans n Advances,16,6,5,4
  └─ Other asset items,10,15,11,15
Total Assets,165,174,150,132
