Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,42,42,42,42,42,51,51
Reserves,385,412,431,448,459,731,737
Borrowings,589,569,636,736,655,490,531
  └─ Long term Borrowings,123,332,328,460,355,240,333
  └─ Short term Borrowings,445,236,307,275,299,250,197
  └─ Lease Liabilities,0,0,1,1,1,0,1
  └─ Other Borrowings,21,0,0,-0,0,0,
Other Liabilities,418,419,625,518,836,683,733
  └─ Trade Payables,361,381,574,400,630,531,569
  └─ Advance from Customers,2,4,2,43,135,57,
  └─ Other liability items,56,34,49,76,71,95,164
Total Liabilities,1434,1442,1734,1744,1992,1955,2052
Fixed Assets,735,708,667,866,850,862,885
  └─ Land,240.42,240.42,240.42,259.53,259.53,259.53,
  └─ Building,61.51,64.04,64.33,87.54,90.52,98.83,
  └─ Plant Machinery,611.37,627.61,627.33,829.54,867.26,917.82,
  └─ Equipments,2.29,2.32,2.34,2.64,2.66,3.10,
  └─ Computers,1.75,2.30,2.48,2.56,3.01,3.80,
  └─ Furniture n fittings,2.84,2.91,2.99,3.35,3.37,5.37,
  └─ Vehicles,4.36,4.26,4.50,5.71,5.84,5.78,
  └─ Intangible Assets,0.31,0.30,0.30,0.30,0.30,0.30,19.83
  └─ Other fixed assets,0.77,0.86,1.18,2.06,2.12,2.33,
  └─ Gross Block,925.62,945.02,945.87,1193.23,1234.61,1296.86,
  └─ Accumulated Depreciation,190.66,237.20,278.92,326.83,384.85,434.46,
CWIP,17,9,50,17,29,37,129
Investments,0,0,0,0,0,0,0
Other Assets,683,725,1016,860,1113,1055,1038
  └─ Inventories,383,424,652,519,805,740,776
  └─ Trade receivables,126,169,173,202,190,138,114
  └─ Cash Equivalents,44,40,47,45,33,31,32
  └─ Loans n Advances,26,25,75,16,18,82,19
  └─ Other asset items,104,68,69,78,67,64,97
Total Assets,1434,1442,1734,1744,1992,1955,2052
