Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,11,11,11,11
Reserves,30,45,52,77
Borrowings,0,2,1,3
  └─ Long term Borrowings,0.00,0.00,0.00,2.59
  └─ Short term Borrowings,0.13,1.68,1.46,0.00
Other Liabilities,14,12,13,14
  └─ Trade Payables,8.96,7.10,6.86,6.57
  └─ Advance from Customers,0.19,0.02,0.14,
  └─ Other liability items,5.15,5.30,5.71,7.91
Total Liabilities,55,70,77,105
Fixed Assets,21,28,34,35
  └─ Land,0.32,0.34,0.34,
  └─ Building,9.73,10.74,11.55,
  └─ Plant Machinery,4.29,6.69,7.71,
  └─ Equipments,1.00,1.31,1.57,
  └─ Computers,2.64,2.88,3.21,
  └─ Furniture n fittings,10.77,12.66,13.23,
  └─ Vehicles,0.21,0.21,0.22,
  └─ Intangible Assets,0.00,4.65,8.86,12.59
  └─ Other fixed assets,6.46,7.29,9.68,
  └─ Gross Block,35.42,46.77,56.37,
  └─ Accumulated Depreciation,14.47,18.61,22.71,
CWIP,2,2,1,2
Investments,15,18,21,40
Other Assets,17,21,20,28
  └─ Inventories,3.41,4.11,3.76,3.65
  └─ Trade receivables,5.99,6.05,7.54,10.23
  └─ Cash Equivalents,1.76,2.37,2.36,0.44
  └─ Loans n Advances,2.02,1.86,0.78,10.33
  └─ Other asset items,3.75,6.71,6.04,3.29
Total Assets,55,70,77,105
