Metric,Mar 2014,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2015,Mar 2016,Mar 2017
Equity Capital,34,34,34,34,34,10,10,10,10,11,,,
Reserves,119,-129,-145,-166,-185,-4,4,19,28,140,,,
Borrowings,56,27,22,22,22,33,31,162,183,202,,,
  └─ Long term Borrowings,,0,0,0,0,0,6,111,117,106,36,37,0
  └─ Short term Borrowings,,27,22,22,22,33,25,29,41,43,15,16,29
  └─ Lease Liabilities,,0,0,0,0,0,0,22,24,53,0,0,0
  └─ Other Borrowings,,,0,0,0,0,0,-0,0,,,,
Other Liabilities,95,133,141,165,182,4,5,39,64,117,,,
  └─ Non controlling int,,0,0,0,0,0,0,0,0,1,0,0,0
  └─ Trade Payables,,13,13,13,13,1,2,29,50,69,14,14,13
  └─ Advance from Customers,,,1,1,1,1,1,1,0,,,,
  └─ Other liability items,,121,127,151,168,2,2,9,13,47,71,77,129
Total Liabilities,303,64,52,55,53,43,51,230,285,470,,,
Fixed Assets,76,39,35,32,30,33,20,115,118,193,,,
  └─ Land,,,15.62,15.62,15.62,15.62,10.68,10.68,10.68,,,,
  └─ Building,,,18.84,18.84,18.84,18.85,12.19,64.20,65.51,,,,
  └─ Plant Machinery,,,32.15,32.15,32.16,33.80,34.81,56.25,60.24,,,,
  └─ Equipments,,,0.18,0.18,0.19,0.23,0.25,0.27,0.18,,,,
  └─ Computers,,,0.13,0.13,0.13,0.28,0.35,0.58,0.68,,,,
  └─ Furniture n fittings,,,0.79,0.79,0.79,0.81,0.83,1.03,3.64,,,,
  └─ Vehicles,,,0.80,0.80,0.80,0.63,0.28,2.10,1.92,,,,
  └─ Intangible Assets,,0.00,0.00,0.00,0.00,0.00,0.00,4.30,4.30,13.24,0.00,0.00,0.00
  └─ Other fixed assets,,,-0.01,-0.01,0.01,2.76,-0.01,21.06,21.67,,,,
  └─ Gross Block,,,68.50,68.50,68.54,72.98,59.38,160.47,168.82,,,,
  └─ Accumulated Depreciation,,,33.95,36.44,38.92,40.01,39.04,45.56,51.31,,,,
CWIP,7,5,3,3,3,0,0,5,3,9,,,
Investments,1,1,1,0,0,0,3,6,3,32,,,
Other Assets,218,19,14,20,21,10,27,105,161,236,,,
  └─ Inventories,,2,1,1,1,2,3,17,22,42,7,4,2
  └─ Trade receivables,,6,4,4,5,5,10,68,101,133,36,18,6
    └─ Receivables over 6m,28,,0,0,0,5,6,15,13,,,,
    └─ Receivables under 6m,38,,31,31,31,3,8,58,94,,,,
    └─ Prov for Doubtful,0,,-26,-26,-26,-4,-4,-4,-5,,,,
  └─ Cash Equivalents,,0,0,5,5,1,2,3,7,15,1,1,0
  └─ Loans n Advances,,7,-42,-41,-41,-8,-9,-3,-2,16,71,12,6
  └─ Other asset items,,4,51,51,51,11,21,21,32,30,42,16,21
Total Assets,303,64,52,55,53,43,51,230,285,470,,,
