Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,3,3,3,3,3,3,3,3,9,9,9,9,
Reserves,148,164,191,225,266,326,403,524,792,955,1014,1196,
Borrowings,0,0,0,0,0,34,633,636,973,906,850,1041,
  └─ Long term Borrowings,0,0,0,0,0,0,443,450,641,501,434,545,
  └─ Short term Borrowings,0,0,0,0,0,11,49,55,156,211,217,290,
  └─ Lease Liabilities,0,0,0,0,0,23,141,131,176,194,200,206,
Other Liabilities,84,89,125,161,165,166,1342,1554,1582,1292,1217,1778,
  └─ Non controlling int,0,0,0,0,0,0,116,141,11,6,7,28,
  └─ Trade Payables,36,31,55,61,64,64,302,391,537,402,401,471,
  └─ Advance from Customers,36,44,47,68,65,64,281,408,406,250,236,,
  └─ Other liability items,13,14,23,32,36,38,643,614,628,633,574,1279,
Total Liabilities,234,256,318,389,434,530,2381,2717,3355,3162,3090,4024,
Fixed Assets,46,53,61,71,78,134,1043,1002,1224,1251,1165,1497,
  └─ Land,0,0,0,0,0,0,193,237,296,342,352,,
  └─ Building,19,24,22,24,28,66,153,176,167,177,171,,
  └─ Plant Machinery,59,64,25,37,40,64,200,238,294,295,290,,
  └─ Equipments,6,5,2,3,5,6,21,24,34,43,47,,
  └─ Furniture n fittings,3,3,1,1,1,2,3,5,8,11,10,,
  └─ Vehicles,7,7,4,7,8,8,17,21,30,35,40,,
  └─ Intangible Assets,12,12,12,12,12,6,354,367,445,488,488,853,
  └─ Other fixed assets,8,9,3,3,9,25,197,191,291,310,314,,
  └─ Gross Block,112,125,69,88,103,177,1137,1260,1564,1701,1712,,
  └─ Accumulated Depreciation,66,72,8,18,26,44,94,258,340,450,547,,
CWIP,5,4,2,7,5,2,4,13,13,27,12,20,
Investments,12,14,46,51,48,36,1,0,0,0,0,3,
Other Assets,171,184,209,260,303,358,1332,1703,2118,1884,1913,2503,
  └─ Inventories,74,71,82,96,115,126,576,670,773,625,540,637,
  └─ Trade receivables,38,49,70,51,67,74,310,356,436,433,387,465,
    └─ Receivables over 6m,6,4,0,0,0,0,0,24,45,68,58,,13
    └─ Receivables under 6m,36,49,76,56,74,82,330,353,418,395,362,,36
    └─ Prov for Doubtful,-4,-5,-6,-6,-7,-8,-20,-20,-28,-30,-34,,-6
  └─ Cash Equivalents,47,54,32,67,76,76,292,328,372,344,467,688,
  └─ Loans n Advances,3,3,13,5,10,25,31,59,133,91,75,12,
  └─ Other asset items,9,8,12,43,34,57,123,290,405,391,444,701,
Total Assets,234,256,318,389,434,530,2381,2717,3355,3162,3090,4024,
