Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5,5,5,36,43
Reserves,299,313,535,1134,2164
Borrowings,133,192,494,162,981
  └─ Long term Borrowings,50,38,25,24,607
  └─ Short term Borrowings,83,154,468,137,354
  └─ Lease Liabilities,0,0,0,1,20
  └─ Other Borrowings,0,-0,0,0,
Other Liabilities,276,330,1221,1318,2126
  └─ Non controlling int,15,17,28,39,45
  └─ Trade Payables,227,214,1002,1015,1792
  └─ Advance from Customers,0,0,1,1,
  └─ Other liability items,35,98,190,262,289
Total Liabilities,713,840,2254,2649,5314
Fixed Assets,142,139,139,146,209
  └─ Land,89.70,90.51,90.51,90.51,
  └─ Building,8.78,8.78,8.40,9.13,
  └─ Plant Machinery,10.67,10.67,4.67,3.52,
  └─ Equipments,0.13,0.21,0.30,0.48,
  └─ Computers,0.30,0.54,0.50,1.62,
  └─ Furniture n fittings,0.82,1.12,0.92,1.02,
  └─ Vehicles,5.70,6.23,5.70,15.42,
  └─ Intangible Assets,32.42,32.42,29.57,31.98,30.81
  └─ Other fixed assets,3.98,3.97,3.38,21.56,
  └─ Gross Block,152.50,154.45,143.95,175.24,
  └─ Accumulated Depreciation,10.38,15.95,5.09,28.77,
CWIP,6,10,10,32,38
Investments,0,0,0,0,0
Other Assets,565,692,2105,2470,5067
  └─ Inventories,45,60,272,113,540
  └─ Trade receivables,335,394,1076,1843,2067
    └─ Receivables over 6m,149,54,112,352,
    └─ Receivables under 6m,210,367,1001,1525,
    └─ Prov for Doubtful,-25,-27,-37,-34,
  └─ Cash Equivalents,125,124,494,216,769
  └─ Loans n Advances,18,52,81,89,1044
  └─ Other asset items,41,62,182,209,647
Total Assets,713,840,2254,2649,5314
