Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,14,14,14,14,14,14,28,28
Reserves,13,16,18,33,61,90,107,109
Borrowings,52,54,61,43,87,143,188,202
  └─ Long term Borrowings,17,28,37,30,65,101,125,114
  └─ Short term Borrowings,27,24,24,12,23,42,63,87
  └─ Other Borrowings,8,3,-0,0,0,0,0,
Other Liabilities,22,22,21,24,36,47,54,49
  └─ Non controlling int,0.00,0.00,0.00,0.00,1.78,4.60,13.88,8.82
  └─ Trade Payables,15.47,17.30,15.89,16.20,17.90,23.79,29.27,30.70
  └─ Advance from Customers,0.02,0.17,0.19,1.10,0.83,1.05,0.96,
  └─ Other liability items,6.94,4.54,4.81,7.07,15.95,17.60,10.38,9.88
Total Liabilities,102,106,114,114,199,294,378,389
Fixed Assets,64,68,71,70,86,172,233,241
  └─ Land,4.33,4.33,4.33,4.33,11.98,12.65,19.16,
  └─ Building,24.27,29.56,30.62,30.72,35.16,46.78,64.31,
  └─ Plant Machinery,38.17,38.93,41.18,42.61,45.08,120.93,163.06,
  └─ Equipments,0.16,0.23,0.71,1.05,1.54,1.88,2.11,
  └─ Computers,0.14,0.15,0.16,0.18,0.31,0.59,0.73,
  └─ Furniture n fittings,2.21,2.24,5.02,5.40,6.85,11.39,12.97,
  └─ Vehicles,8.32,10.37,11.85,14.76,19.21,21.51,24.64,
  └─ Intangible Assets,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.62
  └─ Other fixed assets,0.16,0.15,0.16,0.16,0.42,0.76,0.75,
  └─ Gross Block,83.15,91.35,99.42,104.60,125.94,221.88,293.12,
  └─ Accumulated Depreciation,18.80,23.57,28.65,34.52,39.74,49.54,60.33,
CWIP,0,0,0,0,41,18,12,10
Investments,0,0,0,0,0,1,1,1
Other Assets,38,38,43,43,72,102,133,138
  └─ Inventories,8,7,9,6,11,16,21,23
  └─ Trade receivables,25,24,24,26,31,52,65,67
    └─ Receivables over 6m,0,0,8,6,6,10,14,
    └─ Receivables under 6m,25,24,16,20,25,42,51,
    └─ Prov for Doubtful,0,0,0,0,0,0,-0,
  └─ Cash Equivalents,1,0,0,0,2,1,1,1
  └─ Loans n Advances,1,1,3,2,10,8,14,23
  └─ Other asset items,4,6,7,8,17,25,31,25
Total Assets,102,106,114,114,199,294,378,389
