Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10,10,10,10,10,12,12,12,12,12,12
Reserves,22,27,38,45,58,78,114,160,212,283,452
Borrowings,41,54,92,114,105,52,42,49,138,137,186
  └─ Long term Borrowings,41,40,70,85,64,16,24,30,52,98,126
  └─ Short term Borrowings,0,14,22,29,41,36,18,19,85,40,60
  └─ Other Borrowings,0,-0,-0,0,-0,0,0,0,0,0,
Other Liabilities,80,29,51,128,227,345,442,538,717,764,928
  └─ Non controlling int,0,0,0,0,0,0,0,0,0,0,20
  └─ Trade Payables,8,7,10,17,12,18,8,13,11,17,26
  └─ Advance from Customers,0,0,0,0,0,0,0,0,0,0,
  └─ Other liability items,72,21,41,110,215,327,434,525,706,748,882
Total Liabilities,153,120,191,297,400,488,610,759,1080,1196,1578
Fixed Assets,8,12,16,25,29,48,121,171,251,275,280
  └─ Land,0.00,0.00,0.00,0.00,0.00,2.45,4.24,0.62,0.71,0.71,
  └─ Building,0.00,0.00,0.00,0.00,0.00,2.48,35.20,1.93,1.93,1.93,
  └─ Plant Machinery,2.49,12.98,18.68,23.12,24.79,27.86,30.28,39.01,60.00,103.04,
  └─ Equipments,0.42,0.57,0.63,1.13,1.34,1.85,2.87,3.97,5.84,6.75,
  └─ Computers,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Furniture n fittings,0.45,0.22,0.24,0.26,0.30,0.55,1.03,1.07,1.14,1.19,
  └─ Vehicles,1.84,4.11,5.58,6.87,8.52,8.86,8.99,17.27,28.12,30.62,
  └─ Other fixed assets,7.86,1.15,1.19,8.06,13.50,27.28,65.69,139.76,197.76,192.94,
  └─ Gross Block,13.20,19.03,26.32,39.44,48.45,71.33,148.30,203.63,295.50,337.18,
  └─ Accumulated Depreciation,4.81,7.29,10.76,14.93,19.20,23.35,27.21,33.07,44.29,61.96,
CWIP,0,0,0,0,0,0,0,0,0,0,0
Investments,2,2,23,19,17,0,0,0,0,0,0
Other Assets,142,105,153,254,354,440,488,589,828,921,1298
  └─ Inventories,130,92,123,221,323,394,444,523,660,818,1082
  └─ Trade receivables,2,3,3,12,5,6,3,3,3,3,4
    └─ Receivables over 6m,0.00,0.00,0.00,0.00,0.00,3.03,0.00,0.00,1.94,2.06,
    └─ Receivables under 6m,1.81,3.31,3.15,12.12,4.64,3.12,2.60,2.74,0.91,1.15,
  └─ Cash Equivalents,3,4,15,11,13,17,31,45,100,28,98
  └─ Loans n Advances,0,3,4,1,3,5,5,6,12,22,2
  └─ Other asset items,8,3,7,9,10,18,6,11,53,50,112
Total Assets,153,120,191,297,400,488,610,759,1080,1196,1578
