Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3,3,4,5,6,7
Reserves,-2,1,21,56,109,209
Borrowings,39,54,53,38,42,37
  └─ Long term Borrowings,6.67,5.53,4.76,5.39,6.36,3.91
  └─ Short term Borrowings,12.65,28.69,27.31,31.41,33.37,33.55
  └─ Preference Capital,19.81,19.81,19.90,0.00,0.00,0.00
  └─ Other Borrowings,0.00,-0.01,0.63,1.47,2.71,
Other Liabilities,14,23,16,25,28,41
  └─ Trade Payables,7.03,12.21,10.18,12.34,17.06,27.02
  └─ Advance from Customers,0.36,0.62,0.33,0.37,0.12,
  └─ Other liability items,6.58,10.43,5.90,12.41,11.23,13.77
Total Liabilities,54,81,94,124,186,294
Fixed Assets,5,6,12,12,18,18
  └─ Land,1.59,1.59,1.59,1.59,3.05,
  └─ Building,3.76,4.31,4.31,4.31,6.69,
  └─ Plant Machinery,0.57,0.57,4.12,4.78,4.84,
  └─ Equipments,3.35,4.17,0.85,0.92,0.33,
  └─ Computers,0.63,0.63,0.64,0.73,1.04,
  └─ Furniture n fittings,0.52,0.52,0.93,0.96,0.77,
  └─ Vehicles,0.30,0.30,0.30,0.54,3.86,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.38
  └─ Other fixed assets,0.60,0.69,6.79,6.79,5.86,
  └─ Gross Block,11.32,12.78,19.53,20.62,26.44,
  └─ Accumulated Depreciation,6.58,7.00,7.79,8.63,8.30,
CWIP,1,1,0,0,0,18
Investments,0,0,4,4,7,19
Other Assets,48,75,79,107,160,239
  └─ Inventories,24,28,30,32,47,55
  └─ Trade receivables,3,21,32,64,95,105
    └─ Receivables over 6m,1.22,2.09,1.84,6.79,47.01,
    └─ Receivables under 6m,1.51,19.20,29.74,56.78,48.19,
  └─ Cash Equivalents,2,2,2,1,6,58
  └─ Loans n Advances,4,7,4,4,4,0
  └─ Other asset items,14,16,11,6,8,21
Total Assets,54,81,94,124,186,294
