Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,26,26,26,26,26,25,24,24,22,22,22,22
Reserves,633,561,810,921,1115,1314,1532,1889,2643,2879,3089,3321
Borrowings,1472,1678,1721,1240,1684,1530,990,1575,929,1424,1980,2161
  └─ Long term Borrowings,396,395,275,35,374,444,309,319,222,249,397,321
  └─ Short term Borrowings,954,1162,1242,1076,1235,943,668,1241,689,1162,1572,1826
  └─ Lease Liabilities,0,0,0,0,0,0,13,15,18,13,11,14
  └─ Other Borrowings,122,122,204,128,75,143,0,0,-0,0,0,
Other Liabilities,834,740,554,850,985,1181,1078,815,865,799,1124,1017
  └─ Non controlling int,0,0,0,0,0,0,0,0,0,0,48,0
  └─ Trade Payables,662,447,257,628,638,756,624,351,415,357,560,446
  └─ Advance from Customers,15,25,38,35,80,57,52,49,80,57,67,
  └─ Other liability items,157,269,259,187,267,368,402,415,371,385,449,572
Total Liabilities,2965,3006,3111,3036,3810,4050,3624,4303,4459,5124,6215,6521
Fixed Assets,875,862,858,847,842,1087,1073,1077,1470,1517,2334,2398
  └─ Land,54.31,43.28,43.28,43.28,43.51,59.08,62.22,63.64,75.37,75.65,382.13,
  └─ Building,245.53,189.19,191.38,201.07,206.83,246.59,250.60,283.53,329.92,364.34,466.70,
  └─ Plant Machinery,1315.44,673.29,709.45,738.37,778.82,1032.41,1078.53,1114.04,1524.22,1628.46,2145.01,
  └─ Equipments,6.25,2.42,2.81,3.34,3.82,6.12,7.08,8.36,10.64,10.02,10.90,
  └─ Computers,11.36,1.93,2.87,4.50,5.62,8.00,10.02,12.10,14.96,17.12,20.18,
  └─ Furniture n fittings,7.63,2.40,2.70,2.76,3.00,4.10,4.36,5.28,8.21,8.86,10.47,
  └─ Vehicles,9.16,5.98,7.67,9.75,12.39,13.77,15.10,17.03,19.52,22.62,26.66,
  └─ Intangible Assets,0.31,0.00,0.00,0.00,0.00,0.00,0.68,0.68,0.68,0.68,0.68,2.14
  └─ Other fixed assets,16.55,2.24,14.01,14.10,14.56,15.31,16.54,17.30,19.09,19.89,20.61,
  └─ Gross Block,1666.54,920.73,974.17,1017.17,1068.55,1385.38,1445.13,1521.96,2002.61,2147.64,3083.34,
  └─ Accumulated Depreciation,791.08,58.78,115.84,170.54,226.45,298.84,372.13,444.49,532.92,631.08,749.17,
CWIP,18,9,2,10,205,26,22,257,28,226,32,14
Investments,81,99,109,116,113,142,146,193,6,55,10,7
Other Assets,1990,2036,2142,2063,2650,2796,2383,2775,2955,3326,3840,4102
  └─ Inventories,1236,1412,1678,1583,2123,1916,1738,2042,2002,2426,2744,2986
  └─ Trade receivables,233,254,277,311,237,349,208,267,392,345,520,559
  └─ Cash Equivalents,7,5,7,6,19,33,13,28,80,78,55,70
  └─ Loans n Advances,9,11,9,12,18,21,36,14,22,23,40,162
  └─ Other asset items,505,353,170,150,253,476,388,424,460,455,481,324
Total Assets,2965,3006,3111,3036,3810,4050,3624,4303,4459,5124,6215,6521
