Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,30.40,30.40,30.40,30.40,30.40,30.40,30.40,30.40,30.40,30.40,30.40
Reserves,376.06,276.88,153.93,-40.25,-230.72,-313.64,-336.12,-349.77,-360.18,-368.32,-374.19
Borrowings,400.89,440.25,375.22,375.45,47.75,181.34,180.73,179.61,178.33,176.87,174.89
  └─ Long term Borrowings,169,152,92,47,15,0,0,0,0,0,0
  └─ Short term Borrowings,144,163,101,103,33,167,167,167,167,167,167
  └─ Lease Liabilities,0,0,0,0,0,14,14,12,11,10,8
  └─ Other Borrowings,88,126,182,226,0,0,0,0,0,0,
Other Liabilities,158.44,170.37,204.89,277.85,442.62,319.19,324.02,338.14,341.12,344.43,347.77
  └─ Trade Payables,72,34,21,21,23,16,15,16,15,15,15
  └─ Advance from Customers,5,24,5,6,0,0,0,0,0,0,
  └─ Other liability items,81,112,179,251,419,303,309,323,326,329,333
Total Liabilities,965.79,917.90,764.44,643.45,290.05,217.29,199.03,198.38,189.67,183.38,178.87
Fixed Assets,471.78,442.69,436.20,252.68,178.20,159.40,139.05,128.81,121.10,115.39,110.05
  └─ Land,210.97,125.00,125.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Building,110.50,110.50,110.50,110.50,0.00,15.80,15.80,15.80,15.80,15.80,
  └─ Plant Machinery,269.29,269.35,290.82,290.84,0.00,197.58,197.58,197.58,197.58,197.58,
  └─ Equipments,28.82,28.87,29.04,29.04,0.00,13.99,0.31,0.31,0.31,0.31,
  └─ Furniture n fittings,3.15,3.15,3.15,3.15,0.00,2.13,2.13,2.13,2.13,2.13,
  └─ Vehicles,1.51,1.51,1.51,1.51,0.00,1.01,0.25,0.25,0.25,0.25,
  └─ Intangible Assets,41.31,41.31,41.31,41.31,0.00,41.31,0.00,0.00,0.00,0.00,0.00
  └─ Other fixed assets,2.46,88.44,88.50,88.51,178.20,88.50,85.97,85.97,85.97,85.97,
  └─ Gross Block,668.01,668.13,689.83,564.86,178.20,360.32,302.04,302.04,302.04,302.04,
  └─ Accumulated Depreciation,196.23,225.44,253.63,312.18,0.00,200.93,162.99,173.22,180.94,186.65,
CWIP,0.87,0.97,1.14,2.47,2.65,3.52,3.52,3.52,3.52,3.52,3.52
Investments,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Other Assets,493.14,474.24,327.10,388.30,109.20,54.37,56.46,66.05,65.05,64.47,65.30
  └─ Inventories,98.68,97.27,84.40,48.96,9.75,1.00,0.00,0.00,0.00,0.00,0.00
  └─ Trade receivables,104.76,81.76,65.60,34.56,7.22,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Cash Equivalents,12.40,7.98,5.82,4.41,4.06,2.35,7.08,16.64,15.64,15.05,16.14
  └─ Loans n Advances,11.40,5.73,10.69,9.32,24.38,2.72,0.98,0.88,0.82,0.78,11.28
  └─ Other asset items,265.90,281.50,160.59,291.05,63.79,48.30,48.40,48.53,48.59,48.64,37.88
Total Assets,965.79,917.90,764.44,643.45,290.05,217.29,199.03,198.38,189.67,183.38,178.87
