Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.19,4,4,4,4,4,4,4,4,4,4
Reserves,-0,-0,-0,-1,-1,-1,-1,0,1,-0,0
Borrowings,0,1,1,1,0,0,6,8,5,9,10
  └─ Long term Borrowings,0.00,0.37,0.56,0.58,0.21,0.00,2.60,1.43,2.68,3.33,0.88
  └─ Short term Borrowings,0.50,0.53,0.77,0.90,0.18,0.36,2.91,6.56,2.49,5.32,9.31
  └─ Other Borrowings,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,
Other Liabilities,0,3,5,6,9,5,7,10,10,4,8
  └─ Trade Payables,0.05,2.56,4.84,5.68,8.14,3.86,5.48,9.55,8.23,2.62,7.19
  └─ Advance from Customers,0.00,0.00,0.03,0.48,0.54,0.43,0.40,0.66,0.42,0.54,
  └─ Other liability items,0.06,0.17,0.23,0.17,0.21,0.64,0.68,0.18,1.04,0.69,0.35
Total Liabilities,1,7,10,11,12,8,16,22,20,16,22
Fixed Assets,0,2,2,2,2,2,2,2,2,2,2
  └─ Land,0.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,
  └─ Building,0.00,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,
  └─ Plant Machinery,0.00,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,
  └─ Computers,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02,0.03,
  └─ Furniture n fittings,0.00,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.06,
  └─ Intangible Assets,0.00,1.61,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64
  └─ Other fixed assets,0.00,0.02,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,0.00,0.00,
  └─ Gross Block,0.00,2.50,2.50,2.50,2.50,2.52,2.52,2.52,2.56,2.57,
  └─ Accumulated Depreciation,0.00,0.19,0.19,0.19,0.19,0.20,0.20,0.21,0.22,0.23,
CWIP,0,0,0,0,0,0,0,0,0,0,0
Investments,0,0,0,0,0,0,0,0,0,0,0
Other Assets,1,5,8,9,10,6,13,20,17,14,20
  └─ Inventories,0.00,1.81,2.28,2.00,0.97,0.65,2.43,2.47,2.01,2.26,3.55
  └─ Trade receivables,0.00,2.53,5.07,5.70,6.54,6.25,7.84,12.48,11.54,8.06,12.38
    └─ Receivables over 6m,0.00,2.53,1.85,1.56,1.40,3.08,3.16,7.06,10.49,6.86,
    └─ Receivables under 6m,0.00,0.00,3.22,4.13,5.14,3.17,4.68,5.42,1.05,1.20,
  └─ Cash Equivalents,0.03,-2.33,-2.97,-3.00,-2.78,-3.09,0.06,0.14,0.17,0.12,0.07
  └─ Loans n Advances,0.00,0.09,0.25,0.15,0.19,0.37,1.99,4.35,1.96,1.91,2.71
  └─ Other asset items,0.61,2.75,3.21,3.94,5.13,1.95,0.92,0.73,1.48,1.78,0.94
Total Assets,1,7,10,11,12,8,16,22,20,16,22
