Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4,4,4,4,4,4,4,4,4,4,4
Reserves,72,84,85,88,89,97,111,96,87,82,76
Borrowings,98,77,70,72,89,100,134,135,124,119,139
  └─ Long term Borrowings,27,20,16,14,23,28,65,62,43,46,65
  └─ Short term Borrowings,51,50,48,53,52,65,63,68,81,73,74
  └─ Lease Liabilities,0,0,0,0,8,7,6,5,0,0,0
  └─ Other Borrowings,20,8,6,6,7,0,-0,0,0,0,
Other Liabilities,57,47,58,43,55,69,72,44,53,48,41
  └─ Trade Payables,18.94,24.77,35.77,21.20,32.45,45.04,42.75,17.04,20.90,23.98,24.09
  └─ Advance from Customers,0.00,0.72,0.58,0.49,0.69,1.44,2.12,0.78,2.54,1.39,
  └─ Other liability items,38.46,21.24,21.49,21.69,21.99,22.61,27.26,26.51,29.18,22.55,16.85
Total Liabilities,231,212,217,208,238,270,322,279,268,253,260
Fixed Assets,130,120,112,104,122,111,143,146,128,121,118
  └─ Land,23.25,23.25,23.25,22.12,30.12,29.99,30.31,30.72,22.90,22.93,
  └─ Building,46.17,31.48,31.85,32.31,32.53,32.60,32.97,36.07,38.80,38.97,
  └─ Plant Machinery,161.76,56.28,57.10,59.47,77.57,78.37,82.83,95.50,82.71,85.14,
  └─ Equipments,0.94,0.17,0.31,0.37,0.64,0.65,0.71,0.91,1.00,1.10,
  └─ Furniture n fittings,0.25,0.05,0.05,0.05,0.06,0.06,0.08,0.08,40.97,41.16,
  └─ Vehicles,3.26,2.33,2.33,3.04,3.20,3.56,3.62,3.63,4.20,4.22,
  └─ Wind turbines,60.63,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,
  └─ Intangible Assets,1.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72
  └─ Other fixed assets,1.68,0.01,0.00,0.01,0.01,0.01,40.26,41.73,1.37,1.46,
  └─ Gross Block,299.29,130.99,132.31,134.79,161.55,162.66,208.20,226.06,209.37,212.40,
  └─ Accumulated Depreciation,169.15,10.57,20.60,30.75,39.52,51.88,65.21,80.35,81.67,91.04,
CWIP,0,0,0,0,0,0,1,2,2,2,3
Investments,1,1,2,2,2,2,2,2,2,2,2
Other Assets,100,90,104,102,114,157,176,130,137,128,138
  └─ Inventories,36,39,37,46,55,97,103,69,75,77,85
  └─ Trade receivables,34,31,45,34,39,39,37,31,29,22,18
    └─ Receivables over 6m,0.66,0.00,0.00,0.00,0.00,2.27,20.11,1.56,2.69,2.71,
    └─ Receivables under 6m,32.92,31.43,45.28,34.35,38.59,37.12,16.81,30.01,27.36,19.67,
    └─ Prov for Doubtful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.36,-0.78,-0.77,
  └─ Cash Equivalents,2,3,3,1,1,1,8,1,2,2,2
  └─ Loans n Advances,0,-7,-10,-9,5,5,3,4,3,4,4
  └─ Other asset items,28,23,28,30,14,14,25,25,27,24,28
Total Assets,231,212,217,208,238,270,322,279,268,253,260
