Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,51,51,51,51,51,51,51,51,51,51,53,53,
Reserves,1278,1239,1535,1946,2384,2746,3308,3569,3720,4044,5294,6106,
Borrowings,2214,3221,2106,1766,1839,2519,2066,3065,3383,3961,3957,5378,
  └─ Long term Borrowings,737,593,776,738,541,153,219,393,493,236,358,661,
  └─ Short term Borrowings,1308,2430,1233,901,1156,1909,1707,2469,2701,3552,3343,4442,
  └─ Lease Liabilities,0,0,0,0,0,146,140,202,189,173,256,275,
  └─ Other Borrowings,169,198,98,127,143,312,0,0,0,0,0,,
Other Liabilities,4183,4362,5023,6749,7389,7538,8566,9613,10117,10975,12859,13621,
  └─ Trade Payables,3325,2820,3167,4658,4801,5007,6170,6847,8388,9231,10503,10824,
  └─ Advance from Customers,143,844,1000,1208,1598,1428,1384,0,0,0,0,,
  └─ Other liability items,716,698,855,882,990,1103,1012,2766,1728,1744,2356,2797,
Total Liabilities,7727,8874,8715,10512,11663,12855,13992,16298,17271,19031,22164,25158,
Fixed Assets,1259,1198,1149,1112,1182,1352,1398,1538,1583,1628,1647,1773,
  └─ Land,128,136,186,186,189,264,267,322,337,340,342,,
  └─ Building,166,241,241,243,268,371,466,530,563,581,614,,
  └─ Plant Machinery,656,641,654,667,735,795,848,934,979,1037,1227,,
  └─ Equipments,9,87,85,100,113,159,181,224,282,399,325,,
  └─ Computers,26,30,30,36,39,43,46,54,55,63,71,,
  └─ Furniture n fittings,16,23,22,28,28,29,29,31,27,27,27,,
  └─ Vehicles,35,60,57,60,56,59,57,64,63,65,60,,
  └─ Intangible Assets,642,442,438,439,451,470,462,490,508,512,518,309,
  └─ Other fixed assets,56,33,34,34,82,84,88,94,98,103,106,,
  └─ Gross Block,1734,1693,1748,1793,1960,2274,2446,2743,2911,3127,3290,,
  └─ Accumulated Depreciation,475,496,599,681,778,922,1049,1205,1329,1499,1643,,
CWIP,16,8,5,78,7,84,18,2,11,14,39,114,
Investments,0,25,130,39,13,22,1,13,0,0,0,0,
Other Assets,6452,7643,7431,9283,10460,11396,12575,14745,15677,17389,20479,23271,
  └─ Inventories,476,360,395,627,641,776,842,1066,1137,1213,1140,1533,
  └─ Trade receivables,3853,4658,4200,5039,4875,5426,5385,5106,4282,4137,5051,6474,
    └─ Receivables over 6m,364,0,0,0,0,0,0,458,891,612,463,,318
    └─ Receivables under 6m,3489,4686,4240,5097,4910,5470,5445,4727,3475,3610,4696,,3490
    └─ Prov for Doubtful,0,-29,-40,-58,-35,-44,-60,-79,-84,-85,-109,,0
  └─ Cash Equivalents,206,85,208,231,276,164,249,262,344,273,656,512,
  └─ Loans n Advances,267,187,189,298,277,365,317,337,372,554,557,97,
  └─ Other asset items,1649,2353,2438,3087,4391,4666,5782,7974,9542,11212,13075,14655,
Total Assets,7727,8874,8715,10512,11663,12855,13992,16298,17271,19031,22164,25158,
