Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,14,14,21,21,21,22,24
Reserves,114,143,158,159,159,183,244
Borrowings,107,158,183,166,224,145,112
  └─ Long term Borrowings,55,58,68,73,84,18,27
  └─ Short term Borrowings,41,100,114,93,140,127,85
  └─ Other Borrowings,10,0,0,0,0,0,
Other Liabilities,31,61,59,61,72,137,89
  └─ Non controlling int,0,0,0,0,0,0,0
  └─ Trade Payables,6,17,15,14,19,17,22
  └─ Advance from Customers,1,4,2,1,4,9,
  └─ Other liability items,23,39,42,46,49,111,66
Total Liabilities,266,376,420,407,476,488,470
Fixed Assets,164,185,214,208,278,208,207
  └─ Land,10.84,11.13,27.62,28.15,28.15,27.89,
  └─ Building,62.90,63.49,68.85,69.11,75.67,76.35,
  └─ Plant Machinery,126.57,153.88,168.00,170.60,244.09,181.36,
  └─ Equipments,4.24,4.74,4.68,5.54,7.28,7.64,
  └─ Furniture n fittings,2.46,3.36,3.89,4.34,4.78,5.39,
  └─ Vehicles,4.65,5.12,5.28,5.22,5.18,7.52,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,6.81
  └─ Other fixed assets,0.00,0.00,0.00,0.73,0.90,0.89,
  └─ Gross Block,211.66,241.72,278.32,283.69,366.05,307.04,
  └─ Accumulated Depreciation,47.82,56.83,64.42,75.29,87.87,99.22,
CWIP,0,2,2,36,2,1,9
Investments,0,3,3,3,3,3,5
Other Assets,102,186,201,159,193,276,250
  └─ Inventories,48,103,117,83,98,107,107
  └─ Trade receivables,41,56,61,49,75,90,95
    └─ Receivables over 6m,0,0,0,0,0,29,
    └─ Receivables under 6m,41,56,61,48,75,62,
    └─ Prov for Doubtful,0,0,0,0,0,-0,
  └─ Cash Equivalents,1,5,3,4,3,9,11
  └─ Loans n Advances,3,6,5,5,4,5,2
  └─ Other asset items,9,16,15,18,13,65,34
Total Assets,266,376,420,407,476,488,470
