Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,86,86,86,86,86,86,86,86,86,86,86
Reserves,196,225,306,369,395,594,944,958,976,1008,1195
Borrowings,2,26,23,34,26,14,19,7,103,129,137
  └─ Long term Borrowings,0,0,0,0,0,0,0,0,0,19,26
  └─ Short term Borrowings,2,26,23,34,26,14,19,7,22,26,33
  └─ Lease Liabilities,0,0,0,0,0,0,0,0,81,84,79
  └─ Other Borrowings,0,-0,0,0,0,0,0,0,0,0,
Other Liabilities,215,195,141,165,153,198,241,223,144,179,177
  └─ Trade Payables,135,134,65,93,56,81,95,61,60,99,113
  └─ Advance from Customers,6,1,0,0,0,0,0,3,3,3,
  └─ Other liability items,74,59,77,72,98,116,146,159,80,77,65
Total Liabilities,499,532,556,654,660,892,1290,1274,1308,1403,1596
Fixed Assets,105,206,273,283,302,292,343,552,559,596,568
  └─ Land,2,2,31,31,29,29,69,69,73,104,
  └─ Building,17,29,24,25,26,29,26,45,55,59,
  └─ Plant Machinery,275,284,146,167,197,172,207,230,257,272,
  └─ Equipments,1,2,1,1,1,1,1,2,2,2,
  └─ Computers,4,4,1,1,1,1,1,2,2,2,
  └─ Furniture n fittings,1,2,2,2,2,2,1,2,2,2,
  └─ Vehicles,1,1,1,1,1,1,1,1,1,1,
  └─ Intangible Assets,0,79,87,86,88,95,94,281,271,285,204
  └─ Other fixed assets,0,0,0,0,0,0,0,0,0,0,
  └─ Gross Block,300,403,292,313,345,331,400,631,663,726,
  └─ Accumulated Depreciation,195,196,19,30,43,39,56,79,104,130,
CWIP,16,28,12,6,26,28,14,23,17,61,39
Investments,69,16,57,0,41,0,0,0,29,15,6
Other Assets,310,282,214,364,291,572,933,700,704,731,983
  └─ Inventories,104,124,72,118,89,70,88,109,108,196,154
  └─ Trade receivables,90,82,101,114,108,172,158,159,121,117,168
  └─ Cash Equivalents,11,28,12,62,60,287,617,385,422,333,605
  └─ Loans n Advances,75,21,7,46,11,19,40,16,14,13,7
  └─ Other asset items,30,27,22,25,23,24,29,31,38,72,49
Total Assets,499,532,556,654,660,892,1290,1274,1308,1403,1596
