Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,62.81,62.81,62.81,62.81,62.81,62.81,62.81,62.81,62.81,62.81,62.81,62.81,
Reserves,301.73,333.86,246.08,205.09,176.95,159.59,146.90,147.92,153.61,139.58,142.31,127.95,
Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Other Liabilities,92.21,82.11,51.34,55.22,57.56,40.25,40.07,44.13,50.58,46.99,34.23,53.17,
  └─ Non controlling int,3.63,2.98,17.16,16.35,17.68,11.85,13.61,18.93,20.46,19.79,20.91,20.77,
  └─ Trade Payables,19.04,14.43,10.33,7.84,7.27,7.86,7.59,7.22,9.61,8.45,6.45,20.50,
  └─ Advance from Customers,0.00,0.01,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
  └─ Other liability items,69.54,64.69,22.65,31.03,32.61,20.54,18.87,17.98,20.51,18.75,6.87,11.90,
Total Liabilities,456.75,478.78,360.23,323.12,297.32,262.65,249.78,254.86,267.00,249.38,239.35,243.93,
Fixed Assets,141.77,133.67,19.88,9.56,0.96,0.53,0.42,0.28,0.39,0.47,0.40,0.30,
  └─ Land,2.13,2.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
  └─ Building,2.12,2.19,1.18,0.03,0.00,0.06,0.06,0.06,0.06,0.15,0.15,,
  └─ Equipments,1.12,1.17,1.00,0.27,0.35,0.46,0.46,0.46,0.48,0.50,0.50,,
  └─ Computers,1.43,1.49,1.60,0.49,0.52,0.54,0.73,0.76,0.81,0.97,1.09,,
  └─ Furniture n fittings,1.14,1.01,0.91,0.64,0.58,0.58,0.54,0.53,0.65,0.65,0.67,,
  └─ Vehicles,1.75,2.68,1.58,0.69,0.67,0.67,0.67,0.66,0.29,0.29,0.29,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,
  └─ Other fixed assets,308.56,240.90,141.57,19.42,20.16,20.15,0.52,0.53,0.53,0.55,0.54,,
  └─ Gross Block,318.25,251.70,147.84,21.54,22.28,22.46,2.98,3.00,2.82,3.11,3.24,,
  └─ Accumulated Depreciation,176.48,118.03,127.96,11.98,21.32,21.93,2.56,2.72,2.42,2.63,2.84,,
CWIP,0.00,0.10,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Investments,143.79,131.22,96.73,76.41,84.75,61.65,41.32,31.88,71.25,61.68,50.41,77.32,
Other Assets,171.19,213.79,243.30,237.15,211.61,200.47,208.04,222.70,195.36,187.23,188.54,166.31,
  └─ Trade receivables,102,82,79,88,27,10,12,9,17,20,14,12,
    └─ Receivables over 6m,63.23,48.31,64.64,0.00,0.00,0.00,0.00,0.00,6.98,18.31,28.23,,71.50
    └─ Receivables under 6m,42.63,37.26,17.83,95.84,36.40,29.50,36.49,24.14,10.16,1.75,10.06,,46.01
    └─ Prov for Doubtful,-4.13,-3.96,-3.02,-7.51,-9.04,-19.53,-24.65,-15.14,0.00,0.00,-24.71,,0.00
  └─ Cash Equivalents,38,107,133,84,157,163,178,193,154,140,136,85,
  └─ Loans n Advances,3,2,5,9,6,17,8,8,14,10,10,0,
  └─ Other asset items,28,22,26,57,21,10,10,13,11,17,29,70,
Total Assets,456.75,478.78,360.23,323.12,297.32,262.65,249.78,254.86,267.00,249.38,239.35,243.93,
