Metric,Mar 2008,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6.19,10.41,10.41,10.41,10.41
Reserves,0.27,2.94,-0.83,-4.42,-3.68
Borrowings,0.69,1.47,1.80,2.25,2.47
  └─ Long term Borrowings,,0.01,0.34,0.49,0.77
  └─ Short term Borrowings,,1.46,1.46,1.76,1.70
  └─ Other Borrowings,0.69,0.00,0.00,0.00,
Other Liabilities,1.01,0.64,0.57,5.89,9.10
  └─ Non controlling int,0.03,0.00,0.05,0.08,0.00
  └─ Trade Payables,0.63,0.26,0.21,5.42,8.64
  └─ Other liability items,0.35,0.38,0.31,0.39,0.46
Total Liabilities,8.16,15.46,11.95,14.13,18.30
Fixed Assets,0.91,0.03,0.03,0.02,3.06
  └─ Plant Machinery,1.43,0.00,1.01,1.01,
  └─ Equipments,0.04,0.00,0.00,0.00,
  └─ Computers,0.00,0.99,0.00,0.00,
  └─ Furniture n fittings,0.31,0.10,0.10,0.10,
  └─ Vehicles,0.11,0.00,0.00,0.00,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,3.05
  └─ Other fixed assets,0.00,0.04,0.04,0.04,
  └─ Gross Block,1.89,1.13,1.15,1.15,
  └─ Accumulated Depreciation,0.98,1.10,1.12,1.13,
CWIP,0.00,7.46,7.46,5.00,0.00
Investments,0.00,0.00,0.00,0.00,0.00
Other Assets,7.25,7.97,4.46,9.11,15.24
  └─ Inventories,0.00,0.30,0.75,1.25,1.16
  └─ Trade receivables,4.59,5.22,1.51,6.24,10.67
    └─ Receivables over 6m,2.85,3.82,0.75,3.89,
    └─ Receivables under 6m,1.74,1.40,0.76,2.34,
  └─ Cash Equivalents,0.19,0.11,0.04,0.10,0.19
  └─ Loans n Advances,0.18,2.27,2.03,1.24,3.10
  └─ Other asset items,2.29,0.07,0.13,0.28,0.12
Total Assets,8.16,15.46,11.95,14.13,18.30
