Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,11,11,11,23,46,46
Reserves,54,98,122,135,148,199
Borrowings,0,6,10,9,7,5
  └─ Long term Borrowings,0.00,0.00,8.74,7.08,5.41,3.75
  └─ Short term Borrowings,0.00,5.87,1.25,1.67,1.67,1.67
  └─ Other Borrowings,0.00,0.00,0.00,-0.01,0.00,-0.01
Other Liabilities,10,18,18,19,30,34
  └─ Trade Payables,4.73,9.81,11.36,12.86,17.75,21.02
  └─ Advance from Customers,0.24,0.55,0.29,1.39,1.06,1.60
  └─ Other liability items,4.74,7.72,6.02,4.92,11.62,11.37
Total Liabilities,75,132,161,186,231,284
Fixed Assets,28,27,27,88,93,98
  └─ Land,0,0,1,9,9,9
  └─ Building,8,8,8,17,17,21
  └─ Plant Machinery,24,26,27,71,82,88
  └─ Equipments,1,1,1,1,1,1
  └─ Computers,0,0,0,0,0,0
  └─ Furniture n fittings,1,1,1,4,4,4
  └─ Vehicles,1,1,3,3,3,4
  └─ Other fixed assets,0,0,0,0,0,0
  └─ Gross Block,36,37,40,106,117,128
  └─ Accumulated Depreciation,8,11,13,18,24,31
CWIP,0,31,59,0,2,4
Investments,0,2,6,14,34,41
Other Assets,47,73,69,84,102,141
  └─ Inventories,9,12,18,28,35,57
  └─ Trade receivables,18,36,37,40,51,58
    └─ Receivables over 6m,3,2,1,1,3,3
    └─ Receivables under 6m,16,34,36,39,49,55
    └─ Prov for Doubtful,-0,-0,-0,-0,-0,-0
  └─ Cash Equivalents,13,14,3,5,9,8
  └─ Loans n Advances,1,0,1,1,1,2
  └─ Other asset items,6,10,11,11,6,16
Total Assets,75,132,161,186,231,284
