Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,14,14,14,14,14,14,14,14,14,14,14,14,
Reserves,525,667,837,997,1156,1343,1515,1684,1950,2282,2615,2982,
Borrowings,0,0,0,0,0,0,0,1,0,0,1,272,
  └─ Lease Liabilities,0,0,0,0,0,0,0,1,0,0,1,272,
  └─ Other Borrowings,0,0,0,0,0,0,0,0,0,0,0,,
Other Liabilities,137,159,182,172,178,252,293,273,298,354,385,421,
  └─ Trade Payables,5,9,23,9,11,15,11,9,14,15,12,15,
  └─ Advance from Customers,20,30,28,33,36,38,47,31,33,38,43,,
  └─ Other liability items,111,120,131,129,132,200,235,234,250,300,330,405,
Total Liabilities,676,841,1033,1183,1349,1610,1822,1972,2263,2650,3016,3689,
Fixed Assets,159,165,188,229,213,776,759,846,804,757,916,1175,
  └─ Land,6.01,6.01,6.38,6.38,6.38,6.38,6.38,7.12,7.12,7.06,7.22,,
  └─ Building,146.19,122.99,132.28,43.58,44.00,46.12,46.12,138.61,121.41,121.96,284.44,,
  └─ Plant Machinery,39.18,23.26,36.85,37.06,37.18,40.96,41.12,43.95,47.17,47.98,64.89,,
  └─ Equipments,6.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
  └─ Furniture n fittings,13.10,16.33,22.54,19.77,20.57,21.23,21.70,21.94,25.79,28.36,57.61,,
  └─ Vehicles,4.28,2.70,3.76,4.38,4.38,4.39,4.46,3.65,2.33,2.39,2.58,,
  └─ Intangible Assets,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,
  └─ Other fixed assets,-0.01,0.01,0.00,143.08,136.96,716.20,723.67,741.85,741.12,743.43,742.85,,
  └─ Gross Block,215.02,171.30,201.81,254.25,249.47,835.28,843.45,957.12,944.94,951.18,1159.59,,
  └─ Accumulated Depreciation,55.84,6.48,14.01,25.70,36.58,59.01,84.73,110.66,140.84,194.09,243.48,,
CWIP,100,143,262,357,509,2,51,82,86,162,753,763,
Investments,384,442,482,499,531,672,810,846,1161,1494,1135,1520,
Other Assets,33,90,101,99,96,160,202,197,212,237,211,231,
  └─ Inventories,8,11,13,12,9,9,7,8,12,14,10,13,
  └─ Trade receivables,11,15,12,14,18,17,30,19,23,12,16,19,
    └─ Receivables over 6m,4.98,0.00,0.00,0.00,0.00,0.00,0.00,2.57,3.19,2.27,3.06,,4.85
    └─ Receivables under 6m,5.81,14.64,12.12,14.32,19.78,17.87,30.94,17.40,21.09,11.45,13.85,,6.33
    └─ Prov for Doubtful,0.00,0.00,0.00,-0.18,-1.74,-1.30,-1.34,-1.34,-1.66,-1.59,-1.24,,0.00
  └─ Cash Equivalents,5,6,6,10,7,13,9,10,18,28,19,25,
  └─ Loans n Advances,5,6,11,1,1,3,5,6,8,8,11,44,
  └─ Other asset items,5,52,59,61,60,118,150,155,152,175,155,130,
Total Assets,676,841,1033,1183,1349,1610,1822,1972,2263,2650,3016,3689,
