Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3,3,10,10,14,14,14,16
Reserves,10,10,38,50,59,65,67,83
Borrowings,7,0,3,1,4,30,31,38
  └─ Long term Borrowings,0.33,0.01,3.12,0.00,0.14,1.41,3.53,20.87
  └─ Short term Borrowings,6.25,0.00,0.00,0.80,3.45,28.76,27.10,17.21
  └─ Other Borrowings,0.00,0.00,0.00,0.00,0.00,0.01,0.00,
Other Liabilities,30,28,13,82,37,24,16,26
  └─ Trade Payables,29.64,25.27,11.53,52.14,12.26,22.79,7.98,19.32
  └─ Advance from Customers,0.00,2.08,0.08,16.25,24.58,0.02,7.21,
  └─ Other liability items,0.28,0.17,1.32,13.26,0.52,0.72,0.92,6.77
Total Liabilities,49,41,64,143,114,133,128,164
Fixed Assets,3,2,4,3,8,10,15,39
  └─ Land,0.60,0.42,0.00,0.00,0.00,3.86,8.90,
  └─ Building,1.43,1.40,0.00,0.00,0.00,4.10,4.15,
  └─ Plant Machinery,2.43,2.43,0.00,0.00,0.00,5.41,6.21,
  └─ Equipments,0.28,0.28,0.00,0.00,0.00,0.43,0.48,
  └─ Computers,0.13,0.14,0.00,0.00,0.00,0.22,0.23,
  └─ Furniture n fittings,0.35,0.35,0.00,0.00,0.00,0.20,0.21,
  └─ Vehicles,0.84,0.84,0.00,0.00,0.00,3.80,3.38,
  └─ Other fixed assets,0.01,0.01,3.56,2.64,8.19,0.00,-0.01,
  └─ Gross Block,6.07,5.87,3.56,2.64,8.19,18.02,23.55,
  └─ Accumulated Depreciation,3.14,3.47,0.00,0.00,0.00,7.52,8.69,
CWIP,0,0,0,0,1,0,0,9
Investments,0,0,5,4,9,9,9,6
Other Assets,46,38,56,136,96,113,105,110
  └─ Inventories,8,14,1,4,10,30,13,11
  └─ Trade receivables,26,3,9,25,20,56,37,50
  └─ Cash Equivalents,2,3,1,8,6,2,30,17
  └─ Loans n Advances,5,14,19,42,36,15,2,1
  └─ Other asset items,5,5,27,57,24,11,22,31
Total Assets,49,41,64,143,114,133,128,164
