Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17
Reserves,109.62,119.38,127.44,120.26,129.85,131.72,135.81,138.98,140.70,141.10
Borrowings,8.53,3.43,6.47,7.15,0.66,3.70,23.10,14.92,15.89,4.38
  └─ Long term Borrowings,6.98,0.00,0.00,0.00,0.54,0.41,0.25,0.11,0.00,0.00
  └─ Short term Borrowings,1.55,3.43,6.47,7.15,0.12,3.29,22.85,14.80,15.90,4.38
  └─ Other Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-0.01,
Other Liabilities,96.44,341.05,126.15,32.23,134.65,53.87,97.91,2.99,3.10,3.63
  └─ Non controlling int,0.05,0.11,0.14,0.11,0.11,0.01,-0.18,-0.17,-0.17,-0.17
  └─ Trade Payables,90.49,307.83,83.34,24.79,111.75,48.43,93.62,0.00,0.00,0.00
  └─ Advance from Customers,0.33,29.96,11.07,5.62,11.33,0.12,0.33,0.09,0.09,
  └─ Other liability items,5.57,3.15,31.60,1.71,11.46,5.31,4.14,3.07,3.18,3.80
Total Liabilities,220.76,470.03,266.23,165.81,271.33,195.46,262.99,163.06,165.86,155.28
Fixed Assets,10.73,10.68,10.82,12.27,13.02,12.14,11.29,11.70,10.59,9.27
  └─ Land,2.46,2.55,2.67,2.67,2.71,2.58,2.58,2.58,2.58,
  └─ Building,2.06,2.42,2.42,2.43,2.43,2.60,2.60,3.54,3.54,
  └─ Plant Machinery,0.97,1.62,1.68,4.10,3.24,3.59,3.59,3.60,3.60,
  └─ Equipments,1.22,1.06,1.07,0.46,0.34,0.68,0.66,0.71,0.71,
  └─ Computers,0.01,0.02,0.02,0.02,0.03,0.15,0.15,0.15,0.15,
  └─ Furniture n fittings,0.13,0.12,0.12,0.11,0.03,0.24,0.24,0.85,0.85,
  └─ Vehicles,1.34,1.40,2.00,2.18,4.04,5.16,5.02,4.52,4.52,
  └─ Other fixed assets,3.22,2.78,2.78,2.78,2.79,2.78,2.79,2.79,2.79,
  └─ Gross Block,11.41,11.97,12.76,14.75,15.61,17.78,17.63,18.74,18.74,
  └─ Accumulated Depreciation,0.68,1.30,1.94,2.48,2.59,5.64,6.33,7.04,8.15,
CWIP,0.11,0.09,0.70,1.55,1.75,2.08,2.08,0.00,0.00,0.00
Investments,67.55,105.33,129.01,121.19,114.30,116.45,123.61,133.37,137.47,140.36
Other Assets,142.37,353.93,125.70,30.80,142.26,64.79,126.01,17.99,17.80,5.65
  └─ Inventories,18.63,269.72,93.35,11.90,79.45,7.23,84.99,1.76,1.76,0.93
  └─ Trade receivables,22.50,0.17,0.09,0.94,1.65,0.55,0.70,0.00,0.00,0.00
  └─ Cash Equivalents,0.57,44.64,0.73,0.51,42.26,41.14,10.57,0.85,0.77,0.80
  └─ Loans n Advances,0.07,0.54,0.54,13.19,0.26,0.10,0.10,0.13,0.11,1.71
  └─ Other asset items,100.60,38.86,30.99,4.26,18.64,15.77,29.65,15.25,15.16,2.21
Total Assets,220.76,470.03,266.23,165.81,271.33,195.46,262.99,163.06,165.86,155.28
