Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,22.38,22.38,22.38,22.38,22.38,22.38,22.38,22.38
Reserves,-4.96,-4.89,-4.95,-4.73,-4.79,-2.37,-2.14,-1.42
Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Other Liabilities,0.89,0.80,0.76,0.52,0.52,0.57,0.59,0.50
  └─ Trade Payables,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00
  └─ Other liability items,0.89,0.80,0.76,0.52,0.52,0.56,0.59,0.50
Total Liabilities,18.31,18.29,18.19,18.17,18.11,20.58,20.83,21.46
Fixed Assets,1.99,1.94,1.88,1.89,1.85,2.68,7.55,7.91
  └─ Building,2.71,2.71,2.71,2.77,2.77,3.64,8.31,
  └─ Computers,0.04,0.04,0.04,0.04,0.04,0.02,0.06,
  └─ Furniture n fittings,3.82,3.82,3.82,3.82,3.82,3.82,4.14,
  └─ Vehicles,0.03,0.03,0.03,0.01,0.02,0.02,0.02,
  └─ Other fixed assets,0.00,0.00,0.00,0.00,0.00,0.01,0.00,
  └─ Gross Block,6.60,6.60,6.60,6.64,6.65,7.51,12.53,
  └─ Accumulated Depreciation,4.60,4.66,4.72,4.75,4.80,4.83,4.99,
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Investments,2.00,2.08,2.08,2.04,2.02,4.43,5.40,5.59
Other Assets,14.32,14.27,14.23,14.24,14.24,13.47,7.88,7.96
  └─ Trade receivables,0.00,0.00,0.00,0.02,0.03,0.01,0.14,0.21
  └─ Cash Equivalents,0.05,0.00,0.00,0.04,0.23,0.26,0.13,0.74
  └─ Loans n Advances,0.11,0.11,0.09,0.06,0.06,0.07,0.08,5.98
  └─ Other asset items,14.16,14.16,14.14,14.12,13.92,13.13,7.53,1.03
Total Assets,18.31,18.29,18.19,18.17,18.11,20.58,20.83,21.46
