Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1,4,6,6,11,11,11,11,11,12,36
Reserves,3,2,9,14,12,22,27,34,41,68,67
Borrowings,6,6,15,27,32,40,37,33,34,35,34
  └─ Long term Borrowings,0.55,1.49,3.19,5.28,4.19,11.22,5.06,2.09,1.14,4.83,5.04
  └─ Short term Borrowings,5.30,4.90,11.53,21.61,28.14,28.48,31.80,31.16,31.39,29.77,28.07
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.05,0.61,0.46
  └─ Other Borrowings,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,-0.01,
Other Liabilities,12,15,30,44,42,48,36,45,53,72,193
  └─ Non controlling int,-0,-0,-0,0,0,0,0,-2,2,6,8
  └─ Trade Payables,6,8,25,28,23,25,17,29,33,43,152
  └─ Advance from Customers,0,-0,-0,-0,-0,-0,-0,-0,-0,-0,
  └─ Other liability items,6,6,6,16,18,23,20,17,18,23,33
Total Liabilities,21,27,60,90,98,121,112,123,139,188,330
Fixed Assets,1,3,7,12,12,10,9,8,9,13,13
  └─ Building,0.00,1.04,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.83,
  └─ Plant Machinery,1.25,1.66,3.57,8.74,9.83,9.88,9.93,9.92,10.23,10.23,
  └─ Equipments,0.19,0.09,0.36,0.51,0.56,0.57,0.62,0.63,0.57,0.59,
  └─ Computers,0.10,0.10,0.20,0.57,0.61,0.62,0.63,0.68,0.69,0.83,
  └─ Furniture n fittings,0.47,0.50,0.52,0.55,0.57,0.57,0.57,0.57,2.07,2.07,
  └─ Vehicles,0.51,1.51,1.79,1.79,2.03,2.03,2.03,2.15,1.01,6.82,
  └─ Other fixed assets,-0.02,0.00,0.00,0.01,0.00,0.00,0.00,0.00,1.12,0.81,
  └─ Gross Block,2.50,4.90,8.15,13.88,15.31,15.38,15.49,15.66,17.40,23.18,
  └─ Accumulated Depreciation,1.27,1.53,1.38,2.15,3.27,5.43,6.38,7.23,8.48,9.77,
CWIP,0,0,0,0,0,0,0,0,0,0,2
Investments,0,0,0,0,0,0,0,0,0,0,0
Other Assets,20,23,53,78,86,111,103,114,129,174,315
  └─ Inventories,6,8,15,26,0,0,0,1,1,1,2
  └─ Trade receivables,8,9,29,31,13,66,28,18,13,7,81
    └─ Receivables over 6m,3.28,2.62,2.72,3.60,0.00,0.00,11.60,14.84,10.31,6.22,
    └─ Receivables under 6m,4.42,6.62,26.21,27.26,12.96,66.13,16.31,3.48,2.54,1.16,
    └─ Prov for Doubtful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,
  └─ Cash Equivalents,2,1,2,5,7,4,5,4,10,14,21
  └─ Loans n Advances,0,1,1,1,4,1,2,0,3,5,38
  └─ Other asset items,5,4,7,16,62,41,68,91,103,146,173
Total Assets,21,27,60,90,98,121,112,123,139,188,330
