Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,48,48,48,48
Reserves,729,855,983,1106
Borrowings,12,21,27,21
  └─ Long term Borrowings,0.00,1.51,0.88,0.26
  └─ Short term Borrowings,0.00,1.57,5.52,1.64
  └─ Lease Liabilities,11.85,17.94,20.87,19.23
  └─ Other Borrowings,0.01,0.01,0.00,
Other Liabilities,274,347,352,454
  └─ Trade Payables,199,229,177,218
  └─ Advance from Customers,3,4,4,
  └─ Other liability items,71,114,172,236
Total Liabilities,1062,1270,1410,1629
Fixed Assets,265,591,568,590
  └─ Land,60,64,64,
  └─ Building,117,173,186,
  └─ Plant Machinery,160,416,436,
  └─ Equipments,3,3,3,
  └─ Computers,1,1,1,
  └─ Furniture n fittings,11,33,33,
  └─ Vehicles,1,2,3,
  └─ Intangible Assets,31,40,40,56
  └─ Other fixed assets,1,26,26,
  └─ Gross Block,382,758,792,
  └─ Accumulated Depreciation,118,167,225,
CWIP,251,17,136,220
Investments,132,167,226,300
Other Assets,414,495,481,519
  └─ Inventories,118,171,154,178
  └─ Trade receivables,200,223,244,286
    └─ Receivables over 6m,6,11,15,
    └─ Receivables under 6m,195,216,234,
    └─ Prov for Doubtful,-2,-5,-5,
  └─ Cash Equivalents,49,33,37,32
  └─ Loans n Advances,6,6,6,2
  └─ Other asset items,42,63,40,21
Total Assets,1062,1270,1410,1629
