Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10,10,10,10,10,12,23
Reserves,2,5,7,10,14,29,29
Borrowings,4,10,8,10,9,4,20
  └─ Long term Borrowings,1.20,5.19,1.98,1.48,1.34,0.63,12.30
  └─ Short term Borrowings,2.50,4.49,6.40,8.16,7.17,3.84,7.76
  └─ Other Borrowings,0.53,0.00,0.00,0.00,0.00,0.00,
Other Liabilities,9,12,15,15,11,18,23
  └─ Non controlling int,0.00,0.55,0.30,0.30,0.31,0.96,2.82
  └─ Trade Payables,7.80,10.18,12.79,12.05,8.79,12.86,15.53
  └─ Advance from Customers,0.04,0.01,0.01,0.02,0.19,0.45,
  └─ Other liability items,1.13,1.76,1.91,2.28,2.13,3.37,5.07
Total Liabilities,26,37,41,44,44,62,96
Fixed Assets,7,10,10,9,12,13,26
  └─ Land,0.43,2.82,2.82,2.82,5.22,5.86,
  └─ Building,3.86,3.99,4.13,4.15,0.00,0.00,
  └─ Plant Machinery,4.95,6.66,7.36,8.06,9.73,9.97,
  └─ Equipments,0.18,0.24,0.29,0.32,0.24,0.27,
  └─ Computers,0.22,0.40,0.14,0.15,0.18,0.19,
  └─ Furniture n fittings,1.44,1.63,1.20,1.30,1.34,1.39,
  └─ Vehicles,0.50,0.50,0.59,0.60,0.78,0.87,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.30
  └─ Other fixed assets,-0.01,-0.01,0.42,0.54,0.64,0.64,
  └─ Gross Block,11.57,16.23,16.95,17.94,18.13,19.19,
  └─ Accumulated Depreciation,4.72,5.81,7.19,8.58,5.72,6.26,
CWIP,0,2,0,0,1,5,8
Investments,0,0,0,0,0,9,12
Other Assets,19,25,31,35,30,36,50
  └─ Inventories,4.29,4.19,8.62,8.05,8.93,10.52,12.64
  └─ Trade receivables,10.64,18.20,19.03,21.27,14.45,17.04,23.71
  └─ Cash Equivalents,0.45,0.40,0.26,0.78,0.31,0.25,1.27
  └─ Loans n Advances,0.03,0.31,0.17,0.03,1.39,0.53,10.96
  └─ Other asset items,3.65,1.62,2.70,4.58,5.15,7.87,1.46
Total Assets,26,37,41,44,44,62,96
