Metric,Mar 2016,Mar 2017,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5,5,5,5,5,5,19,19
Reserves,28,30,34,37,41,45,60,62
Borrowings,23,67,31,30,34,29,42,50
  └─ Long term Borrowings,0.00,0.00,7.29,6.33,4.35,2.03,2.22,1.29
  └─ Short term Borrowings,0.00,0.00,23.68,23.48,30.12,27.34,39.57,49.14
  └─ Other Borrowings,22.99,66.84,0.00,0.00,0.00,0.00,-0.01,
Other Liabilities,8,23,34,23,67,52,18,16
  └─ Non controlling int,0.00,0.00,-0.01,0.01,0.01,0.00,0.00,0.00
  └─ Trade Payables,5.46,20.03,31.49,20.31,64.51,49.35,14.70,12.32
  └─ Advance from Customers,0.14,0.51,0.25,0.19,0.20,0.03,0.13,
  └─ Other liability items,2.66,2.85,1.89,2.02,2.34,2.75,3.39,3.26
Total Liabilities,65,125,103,94,147,132,139,147
Fixed Assets,10,11,12,12,12,13,13,13
  └─ Land,0.64,0.64,0.65,0.65,0.65,2.23,2.41,
  └─ Building,6.78,7.88,9.26,9.26,9.66,9.66,9.66,
  └─ Plant Machinery,0.00,0.00,6.71,6.71,6.06,6.07,6.07,
  └─ Equipments,5.51,6.29,0.37,0.37,0.38,0.39,0.40,
  └─ Computers,0.00,0.00,0.17,0.17,0.17,0.17,0.18,
  └─ Furniture n fittings,0.03,0.04,0.07,0.07,0.58,0.59,0.59,
  └─ Vehicles,0.85,0.86,1.16,1.10,1.50,1.44,1.75,
  └─ Intangible Assets,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other fixed assets,0.01,-0.01,0.63,0.64,1.48,1.47,1.47,
  └─ Gross Block,13.82,15.71,19.02,18.97,20.48,22.02,22.53,
  └─ Accumulated Depreciation,4.13,4.70,6.82,7.40,8.10,8.69,9.44,
CWIP,0,0,0,1,0,0,0,0
Investments,10,10,3,3,7,9,10,11
Other Assets,45,105,88,79,128,109,116,124
  └─ Inventories,5.59,42.83,27.54,22.18,43.69,28.90,36.95,22.15
  └─ Trade receivables,15.62,29.16,28.92,42.73,31.15,47.40,14.19,41.01
  └─ Cash Equivalents,19.71,26.65,13.40,2.79,35.63,8.59,13.11,15.25
  └─ Loans n Advances,0.00,0.00,0.00,0.00,0.89,0.89,0.89,0.00
  └─ Other asset items,4.48,6.02,18.08,11.11,16.51,23.52,50.44,45.26
Total Assets,65,125,103,94,147,132,139,147
