Metric,Mar 2022,Mar 2023,Mar 2025,Mar 2026
Equity Capital,1,8,,40
Reserves,2,8,,4
Borrowings,0,1,,44
  └─ Short term Borrowings,0.02,0.34,,44.23
  └─ Preference Capital,0.26,0.26,,0.00
Other Liabilities,0,10,,116
  └─ Non controlling int,0,0,,-0
  └─ Trade Payables,0,10,,111
  └─ Other liability items,0,0,,5
Total Liabilities,3,27,,204
Fixed Assets,0,0,,13
  └─ Furniture n fittings,0.12,0.12,,
  └─ Intangible Assets,0.00,0.00,,12.36
  └─ Gross Block,0.12,0.12,,
  └─ Accumulated Depreciation,0.04,0.05,,
CWIP,0,0,,0
Investments,0,12,,23
Other Assets,3,14,,168
  └─ Inventories,0,5,,7
  └─ Trade receivables,1,4,,109
  └─ Cash Equivalents,0,4,,3
  └─ Loans n Advances,1,1,,46
  └─ Other asset items,1,0,,4
Total Assets,3,27,,204
