Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.67,0.67,5,8,8
Reserves,10,18,22,104,113
Borrowings,109,69,65,56,80
  └─ Long term Borrowings,0.72,5.04,7.98,4.05,35.47
  └─ Short term Borrowings,108.47,64.27,56.78,51.77,44.76
  └─ Other Borrowings,0.00,-0.01,0.00,0.01,
Other Liabilities,6,11,15,27,39
  └─ Non controlling int,0.00,0.15,1.46,5.07,5.12
  └─ Trade Payables,5.28,8.73,6.70,13.07,16.69
  └─ Advance from Customers,0.04,0.01,0.00,0.00,
  └─ Other liability items,0.71,2.21,7.28,8.56,17.45
Total Liabilities,126,99,108,194,240
Fixed Assets,1,8,31,31,50
  └─ Land,0.00,0.00,18.55,20.82,
  └─ Building,0.00,0.00,0.01,0.01,
  └─ Plant Machinery,1.90,8.44,10.60,11.62,
  └─ Equipments,0.00,0.00,0.27,0.29,
  └─ Computers,0.01,0.01,0.06,0.07,
  └─ Furniture n fittings,0.00,0.58,0.60,0.60,
  └─ Vehicles,0.00,0.30,6.09,6.09,
  └─ Other fixed assets,-0.01,0.01,0.01,0.01,
  └─ Gross Block,1.90,9.34,36.19,39.51,
  └─ Accumulated Depreciation,0.51,1.31,4.93,8.85,
CWIP,0,0,0,0,19
Investments,1,1,1,1,1
Other Assets,124,90,75,162,170
  └─ Inventories,124,82,49,41,61
  └─ Trade receivables,0,6,21,52,50
  └─ Cash Equivalents,0,0,1,62,23
  └─ Loans n Advances,0,0,1,5,1
  └─ Other asset items,0,1,3,2,36
Total Assets,126,99,108,194,240
