Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,24,24,24,24,24,24,24,24,24,24,24,24,
Reserves,1073,689,590,376,-93,85,63,52,507,474,445,173,
Borrowings,2311,2122,2014,2089,2270,707,677,690,639,756,682,620,
  └─ Long term Borrowings,2085,1893,1801,741,745,559,530,537,515,544,451,450,
  └─ Short term Borrowings,227,213,194,1328,1506,148,148,153,123,210,217,159,
  └─ Lease Liabilities,0,0,0,0,0,0,0,0,1,1,13,12,
  └─ Other Borrowings,0,16,18,20,18,0,-0,-0,0,-0,-0,,
Other Liabilities,933,786,830,913,888,297,300,362,424,314,266,26,
  └─ Non controlling int,49,59,62,63,64,68,78,86,173,148,121,-123,
  └─ Trade Payables,366,318,318,426,320,96,104,168,156,97,84,94,
  └─ Advance from Customers,-25,1,9,7,9,6,5,3,7,3,2,,
  └─ Other liability items,542,408,440,417,494,127,113,104,88,66,60,54,
Total Liabilities,4340,3620,3457,3402,3087,1112,1064,1127,1593,1568,1417,843,
Fixed Assets,1926,2432,2403,2180,2005,534,494,465,1045,1038,949,433,
  └─ Land,39.70,272.58,271.88,273.48,271.58,50.29,49.34,49.34,342.84,342.84,217.68,,
  └─ Building,323.58,570.60,572.74,603.15,605.44,84.97,85.30,85.86,454.09,435.86,358.99,,
  └─ Plant Machinery,1926.42,1868.76,1946.97,2159.14,2330.34,801.37,803.86,813.53,1207.51,1210.90,1129.42,,
  └─ Equipments,749.65,701.22,694.17,694.90,696.63,689.63,4.91,5.29,10.24,10.58,9.58,,
  └─ Furniture n fittings,36.26,28.31,19.66,18.36,19.42,14.27,14.23,14.48,25.84,24.42,23.34,,
  └─ Vehicles,14.44,14.66,13.32,6.73,6.33,0.77,0.86,0.32,0.43,0.55,0.39,,
  └─ Intangible Assets,157.65,370.36,347.99,390.22,380.61,19.66,19.66,19.66,25.90,26.73,23.10,7.66,
  └─ Other fixed assets,240.46,100.41,62.49,296.47,285.79,84.88,87.05,14.44,20.52,20.67,32.21,,
  └─ Gross Block,3488.16,3926.90,3929.22,4442.45,4596.14,1745.84,1065.21,1002.92,2087.37,2072.55,1794.71,,
  └─ Accumulated Depreciation,1562.38,1495.16,1526.31,2262.85,2590.66,1211.50,571.55,537.54,1041.89,1034.29,845.54,,
CWIP,218,161,149,170,79,0,0,1,1,1,4,8,
Investments,0,1,0,1,0,0,0,0,2,8,11,14,
Other Assets,2196,1026,904,1051,1003,577,570,661,545,521,453,387,
  └─ Inventories,412,398,331,373,369,77,101,136,84,106,117,115,
  └─ Trade receivables,921,249,208,290,309,108,154,220,188,150,119,108,
    └─ Receivables over 6m,667,0,0,0,0,0,0,0,13,15,14,,563
    └─ Receivables under 6m,254,284,239,316,335,115,167,231,183,143,117,,316
    └─ Prov for Doubtful,0,-35,-31,-25,-25,-7,-13,-11,-7,-8,-12,,0
  └─ Cash Equivalents,156,110,124,100,91,64,57,40,31,36,15,6,
  └─ Loans n Advances,2,112,92,146,85,14,20,20,21,6,7,12,
  └─ Other asset items,704,157,149,143,148,314,238,244,221,222,195,147,
Total Assets,4340,3620,3457,3402,3087,1112,1064,1127,1593,1568,1417,843,
