Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.01,0.01,0.01,2.60,2.91,13.95,13.96,14.37
Reserves,1.67,1.43,1.54,4.82,20.11,63.90,72.64,89.14
Borrowings,1.17,1.00,0.28,3.90,4.29,10.94,7.03,9.30
  └─ Long term Borrowings,0.99,0.79,0.13,0.08,0.71,0.60,1.08,0.51
  └─ Short term Borrowings,0.00,0.00,0.15,0.18,0.11,5.13,0.78,5.46
  └─ Lease Liabilities,0.00,0.00,0.00,3.65,3.46,5.21,5.18,3.33
  └─ Other Borrowings,0.18,0.21,0.00,-0.01,0.01,0.00,-0.01,
Other Liabilities,9.18,5.29,2.08,3.70,3.84,4.86,5.92,6.01
  └─ Non controlling int,0.00,0.00,0.00,-0.10,-0.06,0.20,0.33,0.33
  └─ Trade Payables,8.62,4.66,1.94,3.05,2.66,2.05,1.15,0.56
  └─ Other liability items,0.56,0.63,0.14,0.75,1.24,2.61,4.44,5.12
Total Liabilities,12.03,7.73,3.91,15.02,31.15,93.65,99.55,118.82
Fixed Assets,1.48,1.44,0.45,5.55,6.83,9.45,10.33,23.61
  └─ Building,0.00,0.09,0.00,0.43,1.26,1.88,2.12,
  └─ Equipments,0.05,0.08,0.04,0.80,0.93,1.16,1.41,
  └─ Computers,0.05,0.09,0.01,0.15,0.33,0.59,0.76,
  └─ Furniture n fittings,0.02,0.05,0.02,0.24,0.51,0.77,0.87,
  └─ Vehicles,1.47,1.47,0.64,0.74,1.62,1.76,3.06,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.66
  └─ Other fixed assets,0.00,0.00,0.00,3.83,3.95,6.53,8.96,
  └─ Gross Block,1.59,1.78,0.71,6.19,8.60,12.69,17.18,
  └─ Accumulated Depreciation,0.11,0.34,0.26,0.64,1.77,3.24,6.86,
CWIP,0.00,0.00,0.00,0.00,0.41,0.92,0.24,0.00
Investments,5.47,1.83,0.18,0.55,0.22,23.75,25.32,21.05
Other Assets,5.08,4.46,3.28,8.92,23.69,59.53,63.66,74.16
  └─ Inventories,0.00,0.00,0.00,0.00,0.00,0.45,0.40,0.00
  └─ Trade receivables,0.65,0.00,0.41,2.01,3.55,11.20,29.78,40.83
    └─ Receivables over 6m,0.00,0.00,0.00,1.67,2.07,0.05,20.37,
    └─ Receivables under 6m,0.65,0.00,0.41,0.34,1.48,11.20,9.42,
    └─ Prov for Doubtful,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,
  └─ Cash Equivalents,2.57,1.86,1.00,3.55,16.51,35.17,4.60,4.76
  └─ Loans n Advances,0.30,1.49,0.58,1.11,1.79,6.59,16.77,5.82
  └─ Other asset items,1.56,1.11,1.29,2.25,1.84,6.12,12.11,22.75
Total Assets,12.03,7.73,3.91,15.02,31.15,93.65,99.55,118.82
