Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,14,16,17,19,24,24,24,27,30,30
Reserves,84,116,165,198,261,342,456,624,772,880
Borrowings,217,228,192,178,183,260,438,477,536,569
  └─ Long term Borrowings,108,99,86,65,58,104,229,250,259,283
  └─ Short term Borrowings,109,129,106,100,125,156,209,226,276,285
  └─ Lease Liabilities,0,0,0,0,0,0,0,1,1,1
  └─ Preference Capital,0,3,3,3,3,3,6,0,0,0
  └─ Other Borrowings,-0,-3,-3,10,-3,-3,-6,-0,0,
Other Liabilities,166,136,185,209,164,130,177,172,217,169
  └─ Non controlling int,0,0,0,0,2,12,10,22,30,41
  └─ Trade Payables,133,101,152,153,100,79,124,95,130,51
  └─ Advance from Customers,0,0,3,9,8,3,8,2,5,
  └─ Other liability items,33,35,30,46,54,37,36,52,53,76
Total Liabilities,481,495,560,604,632,758,1096,1301,1555,1648
Fixed Assets,85,136,138,129,129,153,339,641,634,818
  └─ Land,9.46,10.03,9.79,10.46,14.41,14.64,21.71,27.63,37.76,
  └─ Building,21.07,21.74,21.74,22.20,22.21,22.21,59.59,74.00,88.48,
  └─ Plant Machinery,120.34,179.74,184.40,187.52,189.76,202.26,361.91,672.47,676.93,
  └─ Equipments,0.66,0.67,0.74,0.79,0.83,0.97,1.21,1.53,1.88,
  └─ Computers,0.57,0.61,0.65,0.78,0.86,0.97,1.38,1.57,1.98,
  └─ Furniture n fittings,0.90,0.99,1.03,1.05,1.07,1.15,1.95,2.07,3.09,
  └─ Vehicles,5.23,6.29,14.19,13.55,19.43,21.56,25.94,31.54,35.21,
  └─ Intangible Assets,0.00,0.16,0.16,0.00,0.00,0.00,0.00,0.00,1.98,2.36
  └─ Other fixed assets,0.78,0.79,0.89,0.92,1.13,24.63,24.99,25.30,25.89,
  └─ Gross Block,159.01,221.02,233.59,237.27,249.70,288.39,498.68,836.11,873.20,
  └─ Accumulated Depreciation,74.04,84.61,95.24,108.08,120.54,135.04,159.90,195.54,239.33,
CWIP,54,5,10,19,29,166,212,13,110,7
Investments,25,33,34,36,26,5,7,10,11,82
Other Assets,317,321,377,420,448,433,537,637,800,741
  └─ Inventories,241,262,266,333,251,196,321,385,445,274
  └─ Trade receivables,47,42,62,35,135,102,93,122,132,80
    └─ Receivables over 6m,0,0,0,0,0,0,0,1,8,
    └─ Receivables under 6m,47,42,62,35,135,102,93,121,124,
    └─ Prov for Doubtful,0,0,-0,0,-0,-0,-0,-0,-0,
  └─ Cash Equivalents,19,5,14,14,14,21,8,6,28,157
  └─ Loans n Advances,2,1,2,4,4,27,12,55,130,37
  └─ Other asset items,8,10,33,34,45,87,104,70,66,193
Total Assets,481,495,560,604,632,758,1096,1301,1555,1648
