Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,8,8,8,8,8,8,8,8,8,8,8,8,
Reserves,27,28,29,29,31,31,31,30,33,35,37,36,
Borrowings,33,34,31,31,27,22,17,18,17,19,18,9,
  └─ Long term Borrowings,7.37,7.58,5.00,17.09,15.58,15.01,14.32,13.45,10.88,11.00,8.57,5.18,
  └─ Short term Borrowings,23.64,20.88,23.76,11.37,9.35,4.77,2.41,4.09,6.35,7.87,9.75,4.08,
  └─ Preference Capital,1.90,1.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Other Borrowings,-0.01,3.26,2.01,2.18,2.05,2.08,0.00,0.00,0.00,0.00,0.00,,
Other Liabilities,22,17,22,15,15,13,13,10,11,13,16,17,
  └─ Non controlling int,0.93,1.39,0.82,0.93,0.75,0.78,0.30,0.08,-0.05,-0.10,-0.05,-0.31,
  └─ Trade Payables,7.01,6.45,6.87,5.68,5.74,5.11,5.39,4.07,3.15,4.67,5.77,7.27,
  └─ Advance from Customers,0.75,1.24,1.23,1.08,0.65,0.69,0.70,0.72,1.41,1.10,0.91,,
  └─ Other liability items,13.58,8.25,13.04,7.43,7.63,6.84,6.16,5.57,6.91,7.81,9.41,10.15,
Total Liabilities,91,88,90,84,81,74,68,66,70,76,80,71,
Fixed Assets,24,23,24,23,23,21,21,20,20,23,27,26,
  └─ Land,0.00,0.59,0.59,0.59,0.59,0.55,0.55,0.55,0.55,0.55,0.55,,
  └─ Building,0.00,2.99,3.06,3.26,4.15,4.24,4.25,4.25,4.27,4.27,4.80,,
  └─ Plant Machinery,0.00,126.87,19.03,20.28,20.87,21.66,23.85,24.94,25.86,30.47,35.28,,
  └─ Equipments,0.00,0.19,0.04,0.08,0.12,0.17,0.17,0.20,0.28,0.31,0.33,,
  └─ Computers,0.00,0.34,0.04,0.09,0.10,0.13,0.17,0.18,0.20,0.21,0.30,,
  └─ Furniture n fittings,0.00,0.05,0.00,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,
  └─ Vehicles,0.00,2.98,1.19,1.27,1.27,1.53,1.87,2.03,2.06,2.23,2.55,,
  └─ Intangible Assets,2.80,2.80,2.80,2.80,2.80,2.80,2.80,2.80,2.80,2.80,2.80,2.80,
  └─ Other fixed assets,21.20,0.01,0.00,-0.01,0.00,0.00,-0.01,0.00,0.00,0.01,0.01,,
  └─ Gross Block,24.00,136.82,26.75,28.37,29.92,31.10,33.67,34.97,36.04,40.87,46.64,,
  └─ Accumulated Depreciation,0.00,113.92,2.48,4.93,7.41,9.78,12.37,14.85,16.33,17.77,19.65,,
CWIP,0,3,1,1,0,0,0,1,3,4,0,1,
Investments,0,0,0,1,1,0,1,1,1,1,1,1,
Other Assets,67,62,65,59,58,52,46,45,46,48,52,44,
  └─ Inventories,40.57,38.12,38.22,33.32,29.92,26.66,19.74,16.58,14.51,13.59,16.55,16.64,
  └─ Trade receivables,17.77,14.54,14.42,14.01,16.49,16.97,16.68,19.53,13.35,17.63,21.08,18.09,
    └─ Receivables over 6m,6.15,5.41,0.00,0.00,0.00,0.00,0.00,6.19,2.96,4.24,4.36,,5.10
    └─ Receivables under 6m,13.25,10.95,16.17,16.19,18.48,19.26,19.13,16.21,12.38,15.65,18.57,,10.54
    └─ Prov for Doubtful,-1.63,-1.81,-1.75,-2.18,-1.99,-2.29,-2.45,-2.87,-1.99,-2.27,-1.85,,-1.14
  └─ Cash Equivalents,4.67,5.37,5.28,5.63,5.49,3.27,3.69,3.59,13.52,10.64,8.89,2.97,
  └─ Loans n Advances,0.55,0.41,2.12,1.75,1.26,1.47,1.62,1.16,1.55,1.04,0.78,1.78,
  └─ Other asset items,3.11,3.38,4.55,4.08,4.72,4.09,4.24,3.76,3.43,4.75,4.40,4.02,
Total Assets,91,88,90,84,81,74,68,66,70,76,80,71,
