Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,6,6,14,14,14
Reserves,130,158,158,362,423,485
Borrowings,68,74,51,88,91,120
  └─ Long term Borrowings,27,29,20,7,4,4
  └─ Short term Borrowings,31,44,28,76,80,107
  └─ Lease Liabilities,3,1,3,4,7,9
  └─ Other Borrowings,8,0,0,-0,0,
Other Liabilities,134,167,130,183,232,223
  └─ Trade Payables,38,52,16,56,51,60
  └─ Advance from Customers,0,2,0,0,2,
  └─ Other liability items,96,113,114,126,179,163
Total Liabilities,338,404,343,647,761,842
Fixed Assets,13,11,81,83,101,105
  └─ Building,4.74,4.82,71.24,77.73,82.69,
  └─ Plant Machinery,20.62,21.31,24.00,25.90,33.89,
  └─ Equipments,0.14,0.16,0.72,0.79,0.81,
  └─ Computers,3.91,3.96,4.50,5.16,5.62,
  └─ Furniture n fittings,1.95,2.14,5.80,6.25,15.35,
  └─ Vehicles,3.53,4.72,5.07,4.08,7.48,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.06
  └─ Other fixed assets,0.79,0.90,0.09,0.94,1.03,
  └─ Gross Block,35.68,38.01,111.42,120.85,146.87,
  └─ Accumulated Depreciation,22.71,26.96,30.77,37.87,45.68,
CWIP,60,60,-0,-0,-0,-0
Investments,1,2,3,3,9,8
Other Assets,264,331,260,561,650,728
  └─ Inventories,2,6,1,1,1,2
  └─ Trade receivables,200,241,150,232,363,412
    └─ Receivables over 6m,91,112,30,27,24,
    └─ Receivables under 6m,128,147,138,218,346,
    └─ Prov for Doubtful,-18,-18,-18,-13,-7,
  └─ Cash Equivalents,23,23,19,180,74,59
  └─ Loans n Advances,18,17,32,79,137,179
  └─ Other asset items,21,44,58,69,74,76
Total Assets,338,404,343,647,761,842
