Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,2938,2938,5996,5996,5996,6840,6853,6853,6853,6853,6853,6853,
Reserves,3473,4676,3391,1783,1381,3158,3429,3536,3592,4614,5428,5879,
Borrowings,32065,25076,23994,23416,23194,6023,5227,5078,4761,4246,3778,3391,
  └─ Long term Borrowings,26604,21724,20103,18439,17786,5184,4752,4451,3992,3625,3242,2875,
  └─ Short term Borrowings,614,691,995,1704,1714,528,465,619,763,617,523,505,
  └─ Lease Liabilities,0,0,0,0,0,0,0,8,6,4,13,11,
  └─ Preference Capital,0,0,0,0,0,33,30,28,26,23,21,0,
  └─ Other Borrowings,4847,2661,2896,3273,3694,278,-20,-28,-26,-23,-21,,
Other Liabilities,4086,3583,4454,5907,6690,1822,1485,1879,2101,1590,1726,1834,
  └─ Non controlling int,430,424,368,273,287,112,0,0,0,0,0,0,
  └─ Trade Payables,1874,1044,302,319,309,223,226,331,420,362,221,277,
  └─ Advance from Customers,0,0,0,43,43,43,43,344,369,43,43,,
  └─ Other liability items,1782,2115,3784,5271,6050,1443,1215,1204,1312,1185,1461,1558,
Total Liabilities,42561,36273,37836,37102,37260,17844,16994,17347,17307,17303,17786,17958,
Fixed Assets,24156,23530,27437,31093,30650,15251,14272,13803,13385,13007,12696,12372,
  └─ Land,247,176,177,190,190,115,115,115,115,115,125,,
  └─ Building,1711,1950,1988,2010,2019,1679,1674,1675,1687,1695,1701,,
  └─ Plant Machinery,24274,22660,27302,31738,31812,16807,15890,15896,15925,15984,16109,,
  └─ Equipments,21,15,15,15,15,13,13,13,15,16,18,,
  └─ Furniture n fittings,10,10,10,11,10,7,7,7,7,7,8,,
  └─ Vehicles,13,14,15,15,15,14,14,14,14,19,24,,
  └─ Intangible Assets,0,0,0,0,0,0,0,0,0,0,0,197,
  └─ Other fixed assets,125,274,274,274,274,293,292,292,292,292,302,,
  └─ Gross Block,26403,25100,29782,34253,34336,18929,18005,18011,18054,18129,18287,,
  └─ Accumulated Depreciation,2247,1570,2345,3159,3686,3678,3733,4208,4669,5122,5591,,
CWIP,12696,8029,4848,561,534,477,411,395,419,240,249,184,
Investments,1986,1986,1986,1986,1986,21,112,234,191,525,490,483,
Other Assets,3724,2729,3565,3461,4090,2095,2199,2915,3312,3532,4350,4918,
  └─ Inventories,328,368,315,228,234,342,200,519,712,524,583,489,
  └─ Trade receivables,754,544,1027,980,1183,401,791,930,1167,1186,943,1091,
    └─ Receivables over 6m,62,0,0,0,0,0,0,444,725,645,568,,26
    └─ Receivables under 6m,692,544,1027,1006,1208,401,791,486,442,564,397,,266
    └─ Prov for Doubtful,0,0,0,-25,-25,0,0,0,0,-22,-22,,0
  └─ Cash Equivalents,693,160,83,122,225,308,306,393,180,957,1561,2009,
  └─ Loans n Advances,85,255,549,672,782,279,302,435,586,534,629,549,
  └─ Other asset items,1864,1401,1592,1459,1666,764,601,638,666,331,634,781,
Total Assets,42561,36273,37836,37102,37260,17844,16994,17347,17307,17303,17786,17958,
