Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4,6,6,12,12,12,12,12,15,16
Reserves,5,22,26,17,17,18,19,20,51,90
Borrowings,18,13,24,43,29,24,35,33,21,28
  └─ Long term Borrowings,8.75,0.58,0.26,13.78,4.31,4.85,3.12,1.39,0.56,0.00
  └─ Short term Borrowings,9.36,12.68,23.65,27.86,23.61,18.94,31.07,30.49,19.85,24.72
  └─ Lease Liabilities,0.00,0.00,0.00,1.45,0.67,0.31,1.15,0.77,0.36,3.03
  └─ Other Borrowings,0.01,0.01,0.00,0.01,0.00,0.00,0.01,0.00,0.00,
Other Liabilities,36,49,51,37,37,42,35,32,27,94
  └─ Non controlling int,0,0,0,0,0,0,0,0,-0,0
  └─ Trade Payables,33,46,47,32,13,15,19,25,22,82
  └─ Advance from Customers,1,1,0,2,0,4,1,1,1,
  └─ Other liability items,2,2,4,3,23,23,15,7,4,12
Total Liabilities,64,91,107,110,95,97,102,97,114,228
Fixed Assets,3,3,4,25,5,4,12,12,12,15
  └─ Land,0.00,0.00,0.00,19.32,0.00,0.00,0.00,0.00,0.00,
  └─ Building,0.00,0.00,0.31,0.31,5.18,5.18,8.16,8.16,8.16,
  └─ Plant Machinery,0.28,0.29,0.38,0.46,0.46,0.53,0.64,0.67,0.67,
  └─ Equipments,0.12,0.13,0.14,0.23,0.29,0.26,0.27,0.27,0.31,
  └─ Computers,0.08,0.13,0.14,0.18,0.22,0.22,0.22,0.22,0.26,
  └─ Furniture n fittings,0.25,0.25,0.84,0.85,0.86,0.90,1.59,1.59,1.70,
  └─ Vehicles,0.38,0.42,0.42,0.42,0.91,0.42,0.42,0.38,0.38,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.67,2.00,1.61
  └─ Other fixed assets,2.81,2.83,2.84,4.92,0.05,0.07,2.79,2.81,2.81,
  └─ Gross Block,3.92,4.05,5.07,26.69,7.97,7.58,14.14,14.77,16.29,
  └─ Accumulated Depreciation,0.66,0.75,0.95,2.06,3.05,3.69,2.39,3.24,4.32,
CWIP,0,0,0,6,6,6,0,0,0,0
Investments,0,0,0,1,0,0,0,0,0,0
Other Assets,60,87,102,78,83,87,90,85,101,213
  └─ Inventories,15,30,26,27,18,26,26,25,27,42
  └─ Trade receivables,43,49,64,40,38,32,48,48,65,102
    └─ Receivables over 6m,0.00,0.00,0.00,0.00,0.00,21.94,29.60,29.70,29.83,
    └─ Receivables under 6m,43.09,48.58,63.96,40.09,38.61,9.58,18.45,18.07,34.91,
    └─ Prov for Doubtful,0.00,0.00,-0.07,-0.03,-0.23,0.00,-0.11,-0.06,-0.05,
  └─ Cash Equivalents,1,2,5,2,1,1,0,1,1,3
  └─ Loans n Advances,1,2,2,4,3,6,3,3,3,20
  └─ Other asset items,1,4,6,4,24,22,14,8,5,46
Total Assets,64,91,107,110,95,97,102,97,114,228
