Metric,Mar 2013,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.87,2,2,5,8,10,13,17,18,21
Reserves,2,1,1,1,-0,4,2,43,47,80
Borrowings,8,21,22,21,16,29,30,18,19,21
  └─ Long term Borrowings,0.00,0.00,,,,11.11,10.12,1.09,3.31,4.43
  └─ Short term Borrowings,0.00,0.00,,,,15.80,15.69,16.98,16.03,17.02
  └─ Other Borrowings,8.27,20.71,21.84,20.89,16.48,2.52,3.70,0.00,0.00,
Other Liabilities,5,15,15,13,13,17,19,26,30,38
  └─ Trade Payables,4.68,14.19,14.11,12.53,11.24,15.86,17.94,20.79,22.43,24.86
  └─ Advance from Customers,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,1.77,
  └─ Other liability items,0.46,0.81,1.24,0.54,1.89,1.13,0.81,4.71,5.68,13.51
Total Liabilities,16,38,40,40,37,60,63,104,114,160
Fixed Assets,5,9,10,9,8,14,12,13,12,14
  └─ Land,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.44,2.44,
  └─ Building,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,
  └─ Plant Machinery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.55,19.84,
  └─ Equipments,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.23,
  └─ Computers,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.18,
  └─ Furniture n fittings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.65,
  └─ Vehicles,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.37,1.89,
  └─ Other fixed assets,4.98,9.35,9.89,9.35,7.66,13.73,12.16,-0.01,-0.01,
  └─ Gross Block,4.98,9.35,9.89,9.35,7.66,13.73,12.16,29.29,29.22,
  └─ Accumulated Depreciation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.57,17.59,
CWIP,0,1,2,2,2,3,4,7,9,10
Investments,0,0,0,0,0,2,1,1,1,2
Other Assets,10,28,28,29,27,42,46,83,93,135
  └─ Inventories,3,10,11,12,11,17,20,27,30,51
  └─ Trade receivables,6,14,13,12,12,18,20,21,29,31
    └─ Receivables over 6m,6.13,1.37,0.00,1.91,0.00,4.98,8.20,3.23,23.41,
    └─ Receivables under 6m,0.00,12.14,13.32,10.21,11.95,12.75,11.68,17.86,5.18,
  └─ Cash Equivalents,0,2,2,1,1,1,1,2,3,5
  └─ Loans n Advances,0,1,1,1,0,5,4,20,19,0
  └─ Other asset items,1,2,1,1,3,1,0,13,12,48
Total Assets,16,38,40,40,37,60,63,104,114,160
