Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,5,14,14,14,17,17,17,17,17,17,17,17,
Reserves,167,154,-13,-20,123,118,154,1215,1247,1590,2019,2014,
Borrowings,130,155,205,264,165,230,220,56,128,365,1010,1209,
  └─ Long term Borrowings,23,19,70,109,108,197,191,5,3,185,349,430,
  └─ Short term Borrowings,99,128,133,151,41,18,30,52,125,181,637,760,
  └─ Lease Liabilities,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,23,20,
  └─ Preference Capital,4,4,-0,59,28,10,12,-0,-0,-0,-0,-0,
  └─ Other Borrowings,4,4,1,-55,-11,6,-12,-0,-0,-0,-0,,
Other Liabilities,105,107,64,59,126,75,67,92,122,154,355,378,
  └─ Non controlling int,4,4,4,0,0,0,0,0,0,0,0,0,
  └─ Trade Payables,6,8,9,10,15,18,17,15,35,17,9,12,
  └─ Advance from Customers,50,54,20,17,52,4,2,0,1,0,0,,
  └─ Other liability items,44,41,31,32,59,53,48,77,87,136,345,367,
Total Liabilities,406,429,270,316,430,441,459,1380,1513,2127,3401,3618,
Fixed Assets,9,9,103,136,176,199,196,193,418,456,711,914,
  └─ Land,2.58,2.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
  └─ Building,5.07,5.07,0.00,0.00,0.00,0.81,0.81,0.81,0.81,0.81,25.23,,
  └─ Plant Machinery,11.45,10.68,0.41,0.43,0.56,0.52,0.55,0.65,0.77,0.87,1.07,,
  └─ Furniture n fittings,1.60,1.63,0.16,0.16,0.21,0.18,0.18,0.18,226.54,250.82,396.87,,
  └─ Vehicles,1.03,1.03,0.17,0.30,0.78,0.78,0.78,1.45,1.51,1.51,1.73,,
  └─ Wind turbines,7.68,7.68,0.86,0.86,0.86,0.86,1.02,1.07,1.07,1.07,1.07,,
  └─ Intangible Assets,1.06,0.66,0.66,0.66,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.27,
  └─ Other fixed assets,1.86,1.88,101.47,135.15,177.71,202.80,204.14,205.34,208.58,227.22,321.94,,
  └─ Gross Block,32.33,31.21,103.73,137.56,180.78,205.95,207.48,209.50,439.28,482.30,747.91,,
  └─ Accumulated Depreciation,23.40,22.65,0.99,1.94,4.82,7.14,11.28,16.14,20.89,26.22,36.59,,
CWIP,85,105,0,0,0,0,0,0,0,0,6,31,
Investments,269,269,133,151,160,174,193,1077,1012,1578,2539,2388,
Other Assets,43,47,34,29,94,68,70,110,83,93,145,286,
  └─ Inventories,27,20,13,5,44,1,1,1,1,1,1,1,
  └─ Trade receivables,6,5,4,3,3,4,12,12,18,7,6,5,
    └─ Receivables over 6m,1.41,1.41,0.00,0.00,0.00,0.00,0.00,3.13,7.72,0.57,3.34,,1.38
    └─ Receivables under 6m,5.42,4.36,5.26,3.92,4.25,4.96,12.18,9.11,10.56,6.15,3.01,,2.38
    └─ Prov for Doubtful,-0.92,-0.97,-1.01,-1.33,-1.33,-1.33,0.00,0.00,0.00,0.00,0.00,,-0.89
  └─ Cash Equivalents,0,5,1,3,2,2,6,45,3,4,3,41,
  └─ Loans n Advances,2,5,4,6,20,31,19,14,3,16,61,121,
  └─ Other asset items,7,12,11,13,25,30,33,37,57,65,74,119,
Total Assets,406,429,270,316,430,441,459,1380,1513,2127,3401,3618,
