Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.25,12,31
Reserves,0,4,14
Borrowings,0,10,73
  └─ Long term Borrowings,0,6,12
  └─ Short term Borrowings,0,4,60
  └─ Lease Liabilities,0,0,0
Other Liabilities,0,13,84
  └─ Non controlling int,0.00,0.00,4.88
  └─ Trade Payables,0.00,11.23,35.56
  └─ Other liability items,0.24,2.16,43.57
Total Liabilities,1,39,202
Fixed Assets,0,17,91
  └─ Land,0.00,3.69,
  └─ Building,0.00,2.86,
  └─ Plant Machinery,0.00,11.73,
  └─ Equipments,0.00,0.03,
  └─ Computers,0.00,0.02,
  └─ Furniture n fittings,0.00,0.03,
  └─ Vehicles,0.00,0.72,
  └─ Intangible Assets,0.00,0.04,6.01
  └─ Gross Block,0.00,19.12,
  └─ Accumulated Depreciation,0.00,2.10,
CWIP,0,0,0
Investments,0,1,0
Other Assets,1,21,110
  └─ Inventories,0.00,7.54,19.98
  └─ Trade receivables,0.18,6.51,35.00
    └─ Receivables over 6m,0.04,6.51,
    └─ Receivables under 6m,0.15,0.00,
  └─ Cash Equivalents,0.01,0.69,1.65
  └─ Loans n Advances,0.00,0.29,12.72
  └─ Other asset items,0.33,5.65,40.99
Total Assets,1,39,202
